Country,total,gold,TlLower,TlUpper,GLower,GUpper
THA,3,1,1,6,0,2
CYP,2,1,1,2,0,1
DOM,2,1,1,3,0,1
POR,2,1,-1,4,-0,2
TTO,2,1,1,2,0,1
URU,2,1,1,2,0,1
LAT,1,1,-0,3,0,1
NGR,1,1,-0,3,-0,1
QAT,1,1,0,1,0,1
VIE,1,1,1,2,0,1
FIN,2,0,-1,5,-1,1
IRL,2,0,0,5,-1,1
SWE,2,0,-2,6,-1,2
TJK,2,0,1,2,0,1
AFG,1,0,0,1,0,0
AHO,1,0,0,1,0,0
AIN,1,0,0,1,0,0
ALB,1,0,0,1,0,0
AND,1,0,0,1,0,0
ANG,1,0,1,1,0,0
ANT,1,0,0,1,0,0
ANZ,1,0,0,1,0,0
ARU,1,0,1,1,0,0
ASA,1,0,1,1,0,0
BAH,1,0,1,2,0,1
BAN,1,0,0,1,0,0
BAR,1,0,1,1,0,0
BDI,1,0,1,1,0,0
BEN,1,0,1,1,0,0
BER,1,0,0,1,0,0
BHU,1,0,0,1,0,0
BIH,1,0,1,1,0,0
BIZ,1,0,0,1,0,0
BOH,1,0,0,1,0,0
BOL,1,0,0,1,0,0
BOT,1,0,1,1,0,0
BRN,1,0,1,2,0,1
BRU,1,0,0,1,0,0
BUR,1,0,1,1,0,0
CAF,1,0,0,1,0,0
CAM,1,0,0,1,0,0
CAY,1,0,0,1,0,0
CGO,1,0,1,2,0,1
CHA,1,0,0,1,0,0
CIV,1,0,-0,2,-0,1
COD,1,0,0,1,0,0
COK,1,0,1,1,0,0
COM,1,0,0,1,0,0
CPV,1,0,0,1,-0,0
CRT,1,0,0,1,0,0
DJI,1,0,0,1,0,0
DMA,1,0,0,1,0,0
ECU,1,0,0,2,-0,1
EOR,1,0,1,2,0,1
ERI,1,0,0,1,0,0
ESA,1,0,1,1,0,0
FRG,1,0,0,1,0,0
FSM,1,0,0,1,0,0
GAB,1,0,1,1,0,0
GAM,1,0,0,1,0,0
GBS,1,0,0,1,0,0
GDR,1,0,0,1,0,0
GEQ,1,0,0,1,0,0
GRN,1,0,1,1,0,0
GUA,1,0,1,1,0,1
GUI,1,0,1,1,0,0
GUM,1,0,0,1,0,0
GUY,1,0,0,1,0,0
HAI,1,0,1,1,0,0
IRQ,1,0,0,1,0,0
ISV,1,0,0,1,0,0
IVB,1,0,0,1,0,0
JOR,1,0,1,1,0,0
KIR,1,0,0,1,0,0
KOS,1,0,1,1,0,0
LAO,1,0,0,1,0,0
LBA,1,0,0,1,0,0
LBN,1,0,0,1,0,0
LBR,1,0,0,1,0,0
LCA,1,0,1,1,0,0
LES,1,0,0,1,0,0
LIB,1,0,0,1,0,0
LIE,1,0,0,1,0,0
LUX,1,0,1,2,0,1
MAD,1,0,1,1,0,0
MAL,1,0,0,1,0,0
MAW,1,0,0,1,0,0
MDA,1,0,1,2,0,1
MDV,1,0,0,1,0,0
MHL,1,0,0,1,0,0
MKD,1,0,1,1,0,0
MLI,1,0,0,1,0,0
MLT,1,0,0,1,0,0
MON,1,0,0,1,0,0
MOZ,1,0,1,1,0,0
MRI,1,0,1,2,0,0
MTN,1,0,0,1,0,0
NAM,1,0,1,1,0,0
NBO,1,0,0,1,0,0
NCA,1,0,0,1,0,0
NEP,1,0,0,1,0,0
NFL,1,0,0,1,0,0
NIG,1,0,0,1,0,0
NRU,1,0,0,1,0,0
PAK,1,0,0,1,0,0
PAN,1,0,1,1,0,0
PLE,1,0,1,1,0,0
PLW,1,0,0,1,0,0
PNG,1,0,1,1,0,0
RHO,1,0,0,1,0,0
ROT,1,0,0,1,0,0
RSA,1,0,-1,3,-1,1
RWA,1,0,0,1,0,0
SAA,1,0,0,1,0,0
SAM,1,0,0,1,0,0
SEN,1,0,1,1,0,0
SEY,1,0,1,1,0,0
SKN,1,0,0,1,0,0
SLE,1,0,0,1,0,0
SOL,1,0,0,1,0,0
SOM,1,0,0,1,0,0
SRI,1,0,0,1,0,0
SSD,1,0,0,1,0,0
STP,1,0,0,1,0,0
SUD,1,0,1,1,0,0
SUR,1,0,0,1,0,0
SVK,1,0,-0,2,-0,0
SWZ,1,0,0,1,0,0
SYR,1,0,1,1,0,0
TAN,1,0,0,1,0,0
TGA,1,0,1,1,0,0
TKM,1,0,1,2,0,1
TLS,1,0,0,1,0,0
TOG,1,0,0,1,0,0
TUV,1,0,0,1,0,0
UAE,1,0,0,1,0,0
UAR,1,0,0,1,0,0
UGA,1,0,1,2,0,0
UNK,1,0,0,1,0,0
URS,1,0,0,1,0,0
VAN,1,0,0,1,0,0
VIN,1,0,0,1,0,0
VNM,1,0,0,1,0,0
WIF,1,0,0,1,0,0
YAR,1,0,0,1,0,0
YEM,1,0,0,1,0,0
YMD,1,0,0,1,0,0
YUG,1,0,0,1,0,0
ZAM,1,0,0,1,0,0
ZIM,1,0,1,2,0,1
CMR,-0,-0,-1,0,-0,-0
HON,-0,-0,-1,0,-0,0
ISL,0,0,-0,1,-0,0
KSA,0,0,0,1,0,0
MNE,0,0,-1,1,-0,0
MYA,0,0,0,1,0,0
OMA,0,0,0,1,0,0
PHI,0,-0,-1,2,-1,0
SCG,0,0,-1,1,-0,1
SLO,0,-0,-1,2,-1,0
SMR,-0,-0,-1,-0,-0,0
TCH,0,-0,-0,0,-0,0
GHA,-1,-0,-1,-0,-1,-0
KUW,-1,-0,-1,-0,-0,0
LTU,-1,0,-4,2,-1,1
IOA,-2,-0,-2,-1,-1,-0
BUL,1,-1,-2,3,-2,-0
PAR,-2,-1,-3,-1,-1,-0
ROC,1,-2,-4,6,-4,0
NOR,-5,-2,-8,-1,-3,-1
CRC,-17,-4,-21,-14,-6,-3
PER,-26,-6,-32,-21,-8,-4
FRA,-169,-53,-220,-118,-72,-33
