Country,total,gold,TlLower,TlUpper,GLower,GUpper
ANT,1,0,0,1,0,0
ARU,1,0,0,1,0,0
ASA,1,0,0,1,0,0
BAH,1,0,1,2,0,1
BAN,1,0,0,1,-0,0
BAR,1,0,0,1,0,0
BDI,1,0,0,1,0,0
BEN,1,0,0,1,0,0
BER,1,0,0,1,0,0
BIH,1,0,1,1,0,0
BOL,1,0,0,1,0,0
BOT,1,0,1,1,0,0
BRN,1,0,1,1,0,0
BUR,1,0,0,1,0,0
CAM,1,0,0,1,0,0
CAY,1,0,0,1,0,0
CGO,1,0,1,1,0,0
CIV,1,0,-0,2,-0,0
COD,1,0,0,1,0,0
COK,1,0,0,1,0,0
DJI,1,0,0,1,0,0
EOR,1,0,1,2,0,1
ERI,1,0,0,1,0,0
ESA,1,0,0,1,0,0
FSM,1,0,0,1,0,0
GAB,1,0,0,1,0,0
GBS,1,0,0,1,0,0
GRN,1,0,0,1,0,0
GUI,1,0,0,1,0,0
GUM,1,0,0,1,0,0
GUY,1,0,0,1,0,0
HAI,1,0,0,1,0,0
ISV,1,0,0,1,0,0
JOR,1,0,0,1,0,0
KOS,1,0,1,1,0,0
LBA,1,0,0,1,0,0
LCA,1,0,1,1,0,0
LUX,1,0,1,1,0,0
MAD,1,0,0,1,0,0
MAW,1,0,0,1,0,0
MDA,1,0,1,2,0,1
MDV,1,0,0,1,0,0
MKD,1,0,0,1,0,0
MLI,1,0,0,1,0,0
MON,1,0,0,1,0,0
MOZ,1,0,1,1,0,0
MRI,1,0,1,1,0,0
NAM,1,0,1,1,0,0
NEP,1,0,0,1,0,0
NGR,1,0,-0,3,-0,1
NIG,1,0,0,1,0,0
PAK,1,0,0,1,0,0
PAN,1,0,0,1,0,0
PLE,1,0,0,1,0,0
PLW,1,0,0,1,0,0
PNG,1,0,0,1,0,0
ROT,1,0,0,1,0,0
RWA,1,0,0,1,0,0
SAM,1,0,0,1,0,0
SEN,1,0,1,1,0,0
SEY,1,0,1,1,0,0
SLE,1,0,0,1,0,0
SRI,1,0,0,1,0,0
SUD,1,0,0,1,0,0
SUR,1,0,0,1,0,0
SVK,1,0,-0,2,-0,0
SWE,1,0,-2,5,-1,2
SYR,1,0,1,1,0,0
TGA,1,0,0,1,-0,0
TJK,1,0,1,2,0,0
TKM,1,0,0,1,0,1
UAE,1,0,0,1,0,0
UGA,1,0,1,1,0,0
VIN,1,0,0,1,0,0
YEM,1,0,0,1,0,0
ZAM,1,0,0,1,-0,0
ZIM,1,0,1,1,0,0
AFG,0,0,0,1,-0,0
AHO,0,0,0,1,-0,0
AIN,0,0,0,1,-0,0
ALB,0,0,0,1,0,0
AND,0,0,0,1,-0,0
ANZ,0,0,0,1,-0,0
BHU,0,0,0,1,-0,0
BIZ,0,0,0,1,-0,0
BOH,0,0,0,1,-0,0
BRU,0,0,0,1,-0,0
CAF,0,0,0,1,0,0
CHA,0,0,0,1,-0,0
COM,0,0,0,1,0,0
CPV,0,-0,0,1,-0,0
CRT,0,0,0,1,-0,0
DMA,0,0,0,1,-0,0
FRG,0,0,0,1,-0,0
GAM,0,0,0,1,0,0
GDR,0,0,0,1,-0,0
GEQ,0,0,0,1,-0,0
HON,-0,-0,-1,0,-0,-0
IRQ,0,0,0,1,-0,0
ISL,-0,-0,-1,0,-0,0
IVB,0,0,0,1,-0,0
KIR,0,0,0,1,0,0
KSA,0,0,0,1,-0,0
KUW,-0,-0,-1,-0,-0,0
LAO,0,0,0,1,0,0
LBN,0,0,0,1,-0,0
LBR,0,0,0,1,-0,0
LES,0,0,0,1,0,0
LIB,0,0,0,1,-0,0
LIE,0,0,0,1,-0,0
MAL,0,0,0,1,-0,0
MHL,0,0,0,1,0,0
MLT,0,0,0,1,0,0
MNE,-0,-0,-1,0,-0,0
MTN,0,0,0,1,-0,0
MYA,0,0,0,1,-0,0
NBO,0,0,0,1,-0,0
NCA,0,0,0,1,0,0
NFL,0,0,0,1,-0,0
NRU,0,0,0,1,0,0
OMA,0,0,0,1,-0,0
PHI,-0,-0,-1,1,-1,0
RHO,0,0,0,1,-0,0
SAA,0,0,0,1,-0,0
SCG,-0,0,-1,1,-0,0
SKN,0,0,0,1,0,0
SMR,-0,-0,-1,0,-0,0
SOL,0,0,0,1,0,0
SOM,0,0,0,1,-0,0
SSD,0,0,0,1,-0,0
STP,0,0,0,1,-0,0
SWZ,0,0,0,1,-0,0
TAN,0,0,0,1,0,0
TCH,0,-0,-0,0,-0,0
TLS,0,0,0,1,0,0
TOG,0,0,0,1,0,0
TUV,0,0,0,1,-0,0
UAR,0,0,0,1,-0,0
UNK,0,0,0,1,-0,0
URS,0,0,0,1,-0,0
VAN,0,0,0,1,0,0
VNM,0,0,0,1,-0,0
WIF,0,0,0,1,-0,0
YAR,0,0,0,1,-0,0
YMD,0,0,0,1,-0,0
YUG,0,0,0,1,-0,0
BUL,-0,-1,-2,2,-2,-1
CMR,-1,-0,-1,-0,-0,-0
IOA,-1,-0,-2,-0,-0,0
GHA,-1,-1,-2,-0,-1,-0
LAT,-2,-0,-4,-1,-1,0
PAR,-2,-1,-3,-1,-1,-1
ECU,-3,-1,-4,-2,-2,-1
COL,-4,-2,-7,-2,-3,-1
NOR,-5,-2,-8,-1,-3,-1
ESP,-7,-6,-15,1,-10,-3
BRA,-8,-2,-13,-2,-4,0
AUS,-10,-3,-20,1,-7,1
ROC,-13,-8,-19,-6,-10,-5
CRC,-16,-4,-19,-13,-5,-3
UKR,-16,-9,-23,-8,-12,-6
PER,-23,-6,-28,-19,-8,-5
EGY,-29,-12,-37,-22,-14,-9
GRE,-29,-12,-36,-21,-14,-9
FRA,-80,-8,-107,-52,-18,3
