Country,total,gold,TlLower,TlUpper,GLower,GUpper
DMA,0,-0,-0,0,-0,0
ESA,0,0,0,1,-0,0
FRG,0,-0,-0,0,-0,0
FSM,0,-0,-0,0,-0,0
GAM,0,-0,-0,0,-0,0
GBS,0,0,0,1,-0,0
GDR,0,-0,-0,0,-0,0
GEQ,0,-0,-0,0,-0,0
GRN,0,0,0,1,0,0
GUI,0,0,-0,0,-0,0
GUM,0,-0,-0,0,-0,0
GUY,0,-0,-0,0,-0,0
HAI,0,0,0,1,-0,0
HON,-0,-0,-1,-0,-0,-0
IOA,0,0,-0,1,0,0
IRQ,0,-0,-0,0,-0,0
ISV,0,-0,-0,0,-0,0
IVB,0,-0,-0,0,-0,0
KIR,0,-0,-0,0,-0,0
KSA,0,0,-0,1,-0,0
KUW,0,0,-0,1,-0,0
LAO,0,-0,-0,0,-0,0
LBA,0,0,-0,0,-0,0
LBN,0,-0,-0,0,-0,0
LBR,0,-0,-0,0,-0,0
LES,0,-0,-0,0,-0,0
LIB,0,-0,-0,0,-0,0
LIE,0,-0,-0,0,-0,0
LUX,0,-0,-0,1,-0,0
MAD,0,0,-0,0,-0,0
MAL,0,-0,-0,0,-0,0
MAW,0,-0,-0,0,-0,0
MDV,0,-0,-0,0,-0,0
MHL,0,-0,-0,0,-0,0
MKD,0,0,0,1,-0,0
MLI,0,0,0,1,-0,0
MLT,0,-0,-0,0,-0,0
MON,0,0,-0,0,-0,0
MRI,0,0,0,1,-0,0
MTN,0,-0,-0,0,-0,0
MYA,0,-0,-0,0,-0,0
NBO,0,-0,-0,0,-0,0
NCA,0,-0,-0,0,-0,0
NEP,0,0,-0,0,-0,0
NFL,0,-0,-0,0,-0,0
NRU,0,-0,-0,0,-0,0
OMA,0,0,-0,0,-0,0
PAN,0,0,0,1,-0,0
PLE,0,0,-0,0,-0,0
PLW,0,-0,-0,0,-0,0
PNG,0,0,0,1,0,0
RHO,0,-0,-0,0,-0,0
ROT,0,0,0,1,-0,0
RSA,0,-0,-2,3,-1,1
RWA,0,-0,-0,0,-0,0
SAA,0,-0,-0,0,-0,0
SAM,0,-0,-0,0,-0,0
SKN,0,0,-0,0,-0,0
SLE,0,-0,-0,0,-0,0
SMR,0,0,0,1,0,0
SOL,0,-0,-0,0,-0,0
SOM,0,-0,-0,0,-0,0
SRI,0,0,0,1,-0,0
SSD,0,-0,-0,0,-0,0
STP,0,-0,-0,0,-0,0
SUD,0,0,0,1,0,0
SUR,0,-0,-0,0,-0,0
SWZ,0,-0,-0,0,-0,0
SYR,0,-0,-0,0,-0,0
TAN,0,0,-0,0,-0,0
TCH,0,-0,-0,0,-0,0
TGA,0,-0,-0,0,-0,0
TKM,0,0,-0,1,-0,0
TLS,0,-0,-0,0,-0,0
TOG,0,-0,-0,0,-0,0
TUV,0,-0,-0,0,-0,0
UAR,0,-0,-0,0,-0,0
UNK,0,-0,-0,0,-0,0
URS,0,-0,-0,0,-0,0
VAN,0,0,-0,0,-0,0
VIN,0,-0,-0,0,-0,0
VNM,0,-0,-0,0,-0,0
WIF,0,-0,-0,0,-0,0
YAR,0,-0,-0,0,-0,0
YEM,0,0,-0,0,-0,0
YMD,0,-0,-0,0,-0,0
YUG,0,-0,-0,0,-0,0
ZAM,0,-0,-0,0,-0,0
ZIM,-0,-0,-1,0,-0,0
ISL,-1,-0,-2,-1,-1,-0
BLR,2,-1,-1,5,-2,0
UZB,2,-1,0,3,-1,-0
PHI,-0,-1,-1,1,-1,-0
CMR,-1,-1,-1,-0,-1,-1
GHA,-1,-1,-2,-1,-1,-1
IRL,-1,-1,-3,0,-2,-0
LAT,-2,-1,-3,-0,-1,-0
MNE,-2,-1,-2,-1,-1,-0
PAR,-2,-1,-2,-1,-1,-1
NOR,-3,-2,-6,0,-3,-1
ECU,-5,-2,-6,-4,-2,-2
NED,-7,-2,-12,-1,-4,0
NZL,-8,-2,-13,-3,-4,-0
BUL,-5,-3,-7,-3,-4,-3
COL,-9,-4,-11,-6,-5,-3
BRA,-11,-4,-16,-6,-6,-3
SUI,-9,-5,-12,-6,-6,-3
CRC,-15,-5,-17,-12,-5,-4
ROC,-13,-6,-17,-9,-8,-5
PER,-20,-6,-23,-17,-7,-5
FRA,-110,-27,-134,-87,-35,-18
