Sport,Country,Ratio,Only2020_2024Count
"Archery",SMR,0.462962962962963,1
"Archery",SVK,0.462962962962963,1
"Archery",SWE,0.462962962962963,1
"Archery",TPE,4.62962962962963,10
"Archery",TUN,0.925925925925926,2
"Archery",TUR,2.31481481481481,5
"Archery",UKR,2.31481481481481,5
"Archery",USA,3.7037037037037,8
"Archery",UZB,0.925925925925926,2
"Archery",VIE,1.38888888888889,3
"Artistic Gymnastics",ALB,0.317460317460317,1
"Artistic Gymnastics",ALG,0.317460317460317,1
"Artistic Gymnastics",ARG,0.317460317460317,1
"Artistic Gymnastics",ARM,0.634920634920635,2
"Artistic Gymnastics",AUS,2.53968253968254,8
"Artistic Gymnastics",AUT,0.634920634920635,2
"Artistic Gymnastics",AZE,0.634920634920635,2
"Artistic Gymnastics",BEL,2.22222222222222,7
"Artistic Gymnastics",BLR,0.317460317460317,1
"Artistic Gymnastics",BRA,3.17460317460317,10
"Artistic Gymnastics",BUL,0.952380952380952,3
"Artistic Gymnastics",CAN,3.49206349206349,11
"Artistic Gymnastics",CAY,0.317460317460317,1
"Artistic Gymnastics",CHI,0.634920634920635,2
"Artistic Gymnastics",CHN,5.71428571428571,18
"Artistic Gymnastics",COL,0.634920634920635,2
"Artistic Gymnastics",CRC,0.317460317460317,1
"Artistic Gymnastics",CRO,0.952380952380952,3
"Artistic Gymnastics",CUB,0.317460317460317,1
"Artistic Gymnastics",CYP,0.317460317460317,1
"Artistic Gymnastics",CZE,0.952380952380952,3
"Artistic Gymnastics",DOM,0.317460317460317,1
"Artistic Gymnastics",EGY,1.26984126984127,4
"Artistic Gymnastics",ESP,3.49206349206349,11
"Artistic Gymnastics",FRA,3.17460317460317,10
"Artistic Gymnastics",GBR,4.76190476190476,15
"Artistic Gymnastics",GER,3.49206349206349,11
"Artistic Gymnastics",GRE,0.317460317460317,1
"Artistic Gymnastics",HAI,0.317460317460317,1
"Artistic Gymnastics",HKG,0.317460317460317,1
"Artistic Gymnastics",HUN,1.58730158730159,5
"Artistic Gymnastics",INA,0.317460317460317,1
"Artistic Gymnastics",IND,0.317460317460317,1
"Artistic Gymnastics",IRI,0.317460317460317,1
"Artistic Gymnastics",IRL,0.634920634920635,2
"Artistic Gymnastics",ISR,0.952380952380952,3
"Artistic Gymnastics",ITA,5.07936507936508,16
"Artistic Gymnastics",JAM,0.317460317460317,1
"Artistic Gymnastics",JOR,0.317460317460317,1
"Artistic Gymnastics",JPN,5.3968253968254,17
"Artistic Gymnastics",KAZ,0.634920634920635,2
"Artistic Gymnastics",KOR,3.49206349206349,11
"Artistic Gymnastics",LTU,0.317460317460317,1
"Artistic Gymnastics",MAS,0.634920634920635,2
"Artistic Gymnastics",MEX,1.26984126984127,4
"Artistic Gymnastics",NED,4.44444444444444,14
"Artistic Gymnastics",NGR,0.317460317460317,1
"Artistic Gymnastics",NOR,0.634920634920635,2
"Artistic Gymnastics",NZL,0.634920634920635,2
"Artistic Gymnastics",PAN,0.317460317460317,1
"Artistic Gymnastics",PER,0.317460317460317,1
"Artistic Gymnastics",PHI,1.26984126984127,4
"Artistic Gymnastics",POL,0.317460317460317,1
"Artistic Gymnastics",POR,0.317460317460317,1
"Artistic Gymnastics",PRK,0.317460317460317,1
"Artistic Gymnastics",ROC,3.80952380952381,12
"Artistic Gymnastics",ROU,2.85714285714286,9
"Artistic Gymnastics",RSA,0.634920634920635,2
"Artistic Gymnastics",SGP,0.317460317460317,1
"Artistic Gymnastics",SLO,0.317460317460317,1
"Artistic Gymnastics",SRI,0.317460317460317,1
"Artistic Gymnastics",SUI,3.49206349206349,11
"Artistic Gymnastics",SVK,0.317460317460317,1
"Artistic Gymnastics",SWE,0.634920634920635,2
"Artistic Gymnastics",SYR,0.317460317460317,1
"Artistic Gymnastics",TPE,1.58730158730159,5
"Artistic Gymnastics",TUR,1.9047619047619,6
"Artistic Gymnastics",UKR,2.85714285714286,9
"Artistic Gymnastics",USA,5.07936507936508,16
"Artistic Gymnastics",UZB,1.26984126984127,4
"Artistic Gymnastics",VIE,0.634920634920635,2
"Artistic Swimming",AUS,8.93854748603352,16
"Artistic Swimming",AUT,1.67597765363128,3
"Artistic Swimming",BLR,1.11731843575419,2
"Artistic Swimming",CAN,8.93854748603352,16
"Artistic Swimming",CHN,7.82122905027933,14
"Artistic Swimming",COL,1.11731843575419,2
"Artistic Swimming",EGY,8.93854748603352,16
"Artistic Swimming",ESP,6.14525139664804,11
"Artistic Swimming",FRA,5.02793296089385,9
"Artistic Swimming",GBR,1.11731843575419,2
"Artistic Swimming",GRE,5.02793296089385,9
"Artistic Swimming",ISR,1.67597765363128,3
"Artistic Swimming",ITA,8.37988826815642,15
"Artistic Swimming",JPN,7.82122905027933,14
"Artistic Swimming",KAZ,1.11731843575419,2
"Artistic Swimming",KOR,1.11731843575419,2
"Artistic Swimming",LIE,1.11731843575419,2
"Artistic Swimming",MEX,5.02793296089385,9
"Artistic Swimming",NED,1.11731843575419,2
"Artistic Swimming",NZL,1.11731843575419,2
"Artistic Swimming",ROC,4.46927374301676,8
"Artistic Swimming",RSA,1.11731843575419,2
"Artistic Swimming",UKR,4.46927374301676,8
"Artistic Swimming",USA,5.58659217877095,10
"Athletics",AFG,0.0608457560085184,2
"Athletics",ALB,0.0912686340127776,3
"Athletics",ALG,0.39549741405537,13
"Athletics",AND,0.0608457560085184,2
"Athletics",ANG,0.0608457560085184,2
"Athletics",ANT,0.0608457560085184,2
"Athletics",ARG,0.304228780042592,10
"Athletics",ARM,0.0608457560085184,2
"Athletics",ASA,0.0608457560085184,2
"Athletics",AUS,3.22482506845148,106
"Athletics",AUT,0.36507453605111,12
"Athletics",AZE,0.0608457560085184,2
"Athletics",BAH,0.790994828110739,26
"Athletics",BAN,0.0608457560085184,2
"Athletics",BAR,0.182537268025555,6
"Athletics",BDI,0.212960146029814,7
"Athletics",BEL,1.64283541223,54
"Athletics",BEN,0.0912686340127776,3
"Athletics",BER,0.0304228780042592,1
"Athletics",BHU,0.0304228780042592,1
"Athletics",BIH,0.0608457560085184,2
"Athletics",BIZ,0.0608457560085184,2
"Athletics",BLR,0.912686340127776,30
"Athletics",BOL,0.121691512017037,4
"Athletics",BOT,0.608457560085184,20
"Athletics",BRA,2.34256160632796,77
"Athletics",BRN,0.578034682080925,19
"Athletics",BRU,0.0608457560085184,2
"Athletics",BUL,0.212960146029814,7
"Athletics",BUR,0.0608457560085184,2
"Athletics",CAF,0.0608457560085184,2
"Athletics",CAM,0.0608457560085184,2
"Athletics",CAN,2.70763614237907,89
"Athletics",CAY,0.0912686340127776,3
"Athletics",CGO,0.0608457560085184,2
"Athletics",CHA,0.0608457560085184,2
"Athletics",CHI,0.304228780042592,10
"Athletics",CHN,2.55552175235777,84
"Athletics",CIV,0.243383024034074,8
"Athletics",CMR,0.0608457560085184,2
"Athletics",COD,0.0608457560085184,2
"Athletics",COK,0.0304228780042592,1
"Athletics",COL,1.15606936416185,38
"Athletics",COM,0.0912686340127776,3
"Athletics",CPV,0.0608457560085184,2
"Athletics",CRC,0.0912686340127776,3
"Athletics",CRO,0.36507453605111,12
"Athletics",CUB,0.851840584119258,28
"Athletics",CYP,0.152114390021296,5
"Athletics",CZE,1.52114390021296,50
"Athletics",DEN,0.517188926072406,17
"Athletics",DJI,0.182537268025555,6
"Athletics",DMA,0.0608457560085184,2
"Athletics",DOM,0.425920292059629,14
"Athletics",ECU,0.76057195010648,25
"Athletics",EGY,0.212960146029814,7
"Athletics",EOR,0.36507453605111,12
"Athletics",ERI,0.425920292059629,14
"Athletics",ESA,0.0304228780042592,1
"Athletics",ESP,2.85975053240036,94
"Athletics",EST,0.273805902038333,9
"Athletics",ETH,1.64283541223,54
"Athletics",FIJ,0.0608457560085184,2
"Athletics",FIN,1.00395497414055,33
"Athletics",FRA,3.77243687252814,124
"Athletics",FSM,0.0304228780042592,1
"Athletics",GAB,0.0608457560085184,2
"Athletics",GAM,0.152114390021296,5
"Athletics",GBR,3.55947672649833,117
"Athletics",GBS,0.0304228780042592,1
"Athletics",GEO,0.182537268025555,6
"Athletics",GEQ,0.121691512017037,4
"Athletics",GER,4.16793428658351,137
"Athletics",GHA,0.39549741405537,13
"Athletics",GRE,0.790994828110739,26
"Athletics",GRN,0.152114390021296,5
"Athletics",GUA,0.334651658046851,11
"Athletics",GUI,0.0608457560085184,2
"Athletics",GUM,0.0608457560085184,2
"Athletics",GUY,0.0912686340127776,3
"Athletics",HAI,0.0912686340127776,3
"Athletics",HKG,0.0912686340127776,3
"Athletics",HON,0.0608457560085184,2
"Athletics",HUN,0.851840584119258,28
"Athletics",INA,0.0608457560085184,2
"Athletics",IND,1.42987526620018,47
"Athletics",IRI,0.121691512017037,4
"Athletics",IRL,1.27776087617889,42
"Athletics",IRQ,0.0304228780042592,1
"Athletics",ISL,0.0608457560085184,2
"Athletics",ISR,0.334651658046851,11
"Athletics",ISV,0.0608457560085184,2
"Athletics",ITA,3.43778521448129,113
"Athletics",IVB,0.121691512017037,4
"Athletics",JAM,2.95101916641314,97
"Athletics",JOR,0.0608457560085184,2
"Athletics",JPN,3.19440219044722,105
"Athletics",KAZ,0.425920292059629,14
"Athletics",KEN,2.25129297231518,74
"Athletics",KGZ,0.0912686340127776,3
"Athletics",KIR,0.0608457560085184,2
"Athletics",KOR,0.243383024034074,8
"Athletics",KOS,0.0608457560085184,2
"Athletics",KSA,0.121691512017037,4
"Athletics",KUW,0.0912686340127776,3
"Athletics",LAO,0.0304228780042592,1
"Athletics",LAT,0.456343170063888,15
"Athletics",LBA,0.0608457560085184,2
"Athletics",LBN,0.0304228780042592,1
"Athletics",LBR,0.243383024034074,8
"Athletics",LCA,0.0912686340127776,3
"Athletics",LES,0.121691512017037,4
"Athletics",LTU,0.517188926072406,17
"Athletics",LUX,0.152114390021296,5
"Athletics",MAD,0.0912686340127776,3
"Athletics",MAR,0.669303316093702,22
"Athletics",MAS,0.0912686340127776,3
"Athletics",MAW,0.0304228780042592,1
"Athletics",MDA,0.212960146029814,7
"Athletics",MDV,0.0608457560085184,2
"Athletics",MEX,0.943109218132035,31
"Athletics",MGL,0.121691512017037,4
"Athletics",MHL,0.0304228780042592,1
"Athletics",MKD,0.0608457560085184,2
"Athletics",MLI,0.0608457560085184,2
"Athletics",MLT,0.0608457560085184,2
"Athletics",MNE,0.0912686340127776,3
"Athletics",MON,0.0608457560085184,2
"Athletics",MOZ,0.0608457560085184,2
"Athletics",MRI,0.0912686340127776,3
"Athletics",MTN,0.0912686340127776,3
"Athletics",NAM,0.121691512017037,4
"Athletics",NCA,0.0608457560085184,2
"Athletics",NED,2.06875570428963,68
"Athletics",NEP,0.0608457560085184,2
"Athletics",NGR,1.27776087617889,42
"Athletics",NIG,0.0912686340127776,3
"Athletics",NOR,0.912686340127776,30
"Athletics",NRU,0.0608457560085184,2
"Athletics",NZL,0.76057195010648,25
"Athletics",OMA,0.0912686340127776,3
"Athletics",PAK,0.0912686340127776,3
"Athletics",PAN,0.152114390021296,5
"Athletics",PAR,0.121691512017037,4
"Athletics",PER,0.334651658046851,11
"Athletics",PHI,0.121691512017037,4
"Athletics",PLE,0.0912686340127776,3
"Athletics",PLW,0.0608457560085184,2
"Athletics",PNG,0.0608457560085184,2
"Athletics",POL,2.95101916641314,97
"Athletics",POR,1.00395497414055,33
"Athletics",PRK,0.0304228780042592,1
"Athletics",PUR,0.334651658046851,11
"Athletics",QAT,0.36507453605111,12
"Athletics",ROC,0.304228780042592,10
"Athletics",ROU,0.456343170063888,15
"Athletics",RSA,1.64283541223,54
"Athletics",RWA,0.121691512017037,4
"Athletics",SAM,0.0304228780042592,1
"Athletics",SEN,0.0912686340127776,3
"Athletics",SEY,0.0608457560085184,2
"Athletics",SGP,0.0608457560085184,2
"Athletics",SKN,0.121691512017037,4
"Athletics",SLE,0.0608457560085184,2
"Athletics",SLO,0.304228780042592,10
"Athletics",SMR,0.0304228780042592,1
"Athletics",SOL,0.0304228780042592,1
"Athletics",SOM,0.0304228780042592,1
"Athletics",SRB,0.273805902038333,9
"Athletics",SRI,0.152114390021296,5
"Athletics",SSD,0.0608457560085184,2
"Athletics",STP,0.0608457560085184,2
"Athletics",SUD,0.0608457560085184,2
"Athletics",SUI,1.52114390021296,50
"Athletics",SUR,0.0304228780042592,1
"Athletics",SVK,0.36507453605111,12
"Athletics",SWE,1.09522360815333,36
"Athletics",SWZ,0.0304228780042592,1
"Athletics",SYR,0.0608457560085184,2
"Athletics",TAN,0.152114390021296,5
"Athletics",TGA,0.0608457560085184,2
"Athletics",THA,0.0912686340127776,3
"Athletics",TJK,0.0608457560085184,2
"Athletics",TKM,0.0608457560085184,2
"Athletics",TLS,0.0608457560085184,2
"Athletics",TOG,0.0608457560085184,2
"Athletics",TPE,0.273805902038333,9
"Athletics",TTO,1.00395497414055,33
"Athletics",TUN,0.152114390021296,5
"Athletics",TUR,0.912686340127776,30
"Athletics",TUV,0.0912686340127776,3
"Athletics",UAE,0.0608457560085184,2
"Athletics",UGA,0.912686340127776,30
"Athletics",UKR,1.70368116823852,56
"Athletics",URU,0.121691512017037,4
"Athletics",USA,6.48007301490721,213
"Athletics",UZB,0.304228780042592,10
"Athletics",VAN,0.0304228780042592,1
"Athletics",VEN,0.243383024034074,8
"Athletics",VIE,0.0608457560085184,2
"Athletics",VIN,0.0608457560085184,2
"Athletics",YEM,0.0608457560085184,2
"Athletics",ZAM,0.243383024034074,8
"Athletics",ZIM,0.152114390021296,5
"Badminton",ALG,0.735294117647059,2
"Badminton",AUS,2.20588235294118,6
"Badminton",AUT,0.735294117647059,2
"Badminton",AZE,0.735294117647059,2
"Badminton",BEL,0.735294117647059,2
"Badminton",BRA,1.10294117647059,3
"Badminton",BUL,1.47058823529412,4
"Badminton",CAN,3.30882352941176,9
"Badminton",CHN,7.35294117647059,20
"Badminton",CZE,1.47058823529412,4
"Badminton",DEN,4.04411764705882,11
"Badminton",EGY,1.10294117647059,3
"Badminton",EOR,0.735294117647059,2
"Badminton",ESA,0.367647058823529,1
"Badminton",ESP,1.10294117647059,3
"Badminton",EST,0.735294117647059,2
"Badminton",FIN,0.367647058823529,1
"Badminton",FRA,3.67647058823529,10
"Badminton",GBR,2.57352941176471,7
"Badminton",GER,2.20588235294118,6
"Badminton",GUA,0.735294117647059,2
"Badminton",HKG,2.94117647058824,8
"Badminton",HUN,0.735294117647059,2
"Badminton",INA,5.88235294117647,16
"Badminton",IND,2.94117647058824,8
"Badminton",IRI,0.367647058823529,1
"Badminton",IRL,0.735294117647059,2
"Badminton",ISR,0.735294117647059,2
"Badminton",ITA,0.367647058823529,1
"Badminton",JPN,7.35294117647059,20
"Badminton",KAZ,0.367647058823529,1
"Badminton",KOR,8.08823529411765,22
"Badminton",MAS,4.77941176470588,13
"Badminton",MDV,0.367647058823529,1
"Badminton",MEX,1.10294117647059,3
"Badminton",MLT,0.367647058823529,1
"Badminton",MRI,0.735294117647059,2
"Badminton",MYA,0.367647058823529,1
"Badminton",NED,1.47058823529412,4
"Badminton",NEP,0.367647058823529,1
"Badminton",NGR,1.10294117647059,3
"Badminton",PAK,0.367647058823529,1
"Badminton",PER,0.735294117647059,2
"Badminton",ROC,1.47058823529412,4
"Badminton",RSA,0.367647058823529,1
"Badminton",SGP,1.47058823529412,4
"Badminton",SRI,0.735294117647059,2
"Badminton",SUI,1.10294117647059,3
"Badminton",SUR,0.367647058823529,1
"Badminton",SVK,0.367647058823529,1
"Badminton",SWE,0.367647058823529,1
"Badminton",THA,4.04411764705882,11
"Badminton",TPE,3.30882352941176,9
"Badminton",TUR,0.735294117647059,2
"Badminton",UKR,1.10294117647059,3
"Badminton",USA,3.67647058823529,10
"Badminton",VIE,1.10294117647059,3
"Baseball__Softball",AUS,6.41025641025641,15
"Baseball__Softball",CAN,6.41025641025641,15
"Baseball__Softball",DOM,10.2564102564103,24
"Baseball__Softball",ISR,10.2564102564103,24
"Baseball__Softball",ITA,6.41025641025641,15
"Baseball__Softball",JPN,16.6666666666667,39
"Baseball__Softball",KOR,10.2564102564103,24
"Baseball__Softball",MEX,16.6666666666667,39
"Baseball__Softball",USA,16.6666666666667,39
"Basketball",ARG,2.56959314775161,12
"Basketball",AUS,7.49464668094218,35
"Basketball",BEL,4.06852248394004,19
"Basketball",BRA,2.56959314775161,12
"Basketball",CAN,5.99571734475375,28
"Basketball",CHN,2.99785867237687,14
"Basketball",CZE,2.56959314775161,12
"Basketball",ESP,7.70877944325482,36
"Basketball",FRA,7.70877944325482,36
"Basketball",GER,6.20985010706638,29
"Basketball",GRE,2.56959314775161,12
"Basketball",IRI,2.56959314775161,12
"Basketball",ITA,2.56959314775161,12
"Basketball",JPN,7.06638115631692,33
"Basketball",KOR,2.56959314775161,12
"Basketball",NGR,6.63811563169165,31
"Basketball",PUR,6.63811563169165,31
"Basketball",SLO,2.56959314775161,12
"Basketball",SRB,6.63811563169165,31
"Basketball",SSD,2.56959314775161,12
"Basketball",USA,7.70877944325482,36
"Beach Volleyball",ARG,2.53164556962025,4
"Beach Volleyball",AUS,5.06329113924051,8
"Beach Volleyball",AUT,1.26582278481013,2
"Beach Volleyball",BRA,8.22784810126582,13
"Beach Volleyball",CAN,4.43037974683544,7
"Beach Volleyball",CHI,1.26582278481013,2
"Beach Volleyball",CHN,2.53164556962025,4
"Beach Volleyball",CUB,2.53164556962025,4
"Beach Volleyball",CZE,3.16455696202532,5
"Beach Volleyball",EGY,1.26582278481013,2
"Beach Volleyball",ESP,4.43037974683544,7
"Beach Volleyball",FRA,5.06329113924051,8
"Beach Volleyball",GER,6.32911392405063,10
"Beach Volleyball",ITA,5.69620253164557,9
"Beach Volleyball",JPN,3.16455696202532,5
"Beach Volleyball",KEN,1.26582278481013,2
"Beach Volleyball",LAT,3.16455696202532,5
"Beach Volleyball",LTU,1.26582278481013,2
"Beach Volleyball",MAR,1.26582278481013,2
"Beach Volleyball",MEX,1.26582278481013,2
"Beach Volleyball",NED,6.32911392405063,10
"Beach Volleyball",NOR,1.89873417721519,3
"Beach Volleyball",PAR,1.26582278481013,2
"Beach Volleyball",POL,2.53164556962025,4
"Beach Volleyball",QAT,1.26582278481013,2
"Beach Volleyball",ROC,3.79746835443038,6
"Beach Volleyball",SUI,6.32911392405063,10
"Beach Volleyball",SWE,1.26582278481013,2
"Beach Volleyball",USA,10.126582278481,16
"Boxing",ALG,2.25872689938398,11
"Boxing",ANT,0.205338809034908,1
"Boxing",ARG,1.02669404517454,5
"Boxing",ARM,0.82135523613963,4
"Boxing",AUS,3.08008213552361,15
"Boxing",AZE,1.64271047227926,8
"Boxing",BDI,0.205338809034908,1
"Boxing",BEL,0.616016427104723,3
"Boxing",BLR,0.82135523613963,4
"Boxing",BOT,0.410677618069815,2
"Boxing",BRA,3.28542094455852,16
"Boxing",BRN,0.205338809034908,1
"Boxing",BUL,1.64271047227926,8
"Boxing",CAN,1.23203285420945,6
"Boxing",CHN,2.46406570841889,12
"Boxing",CMR,0.616016427104723,3
"Boxing",COD,1.02669404517454,5
"Boxing",COL,1.84804928131417,9
"Boxing",CPV,0.616016427104723,3
"Boxing",CRO,0.616016427104723,3
"Boxing",CUB,2.25872689938398,11
"Boxing",DEN,0.205338809034908,1
"Boxing",DOM,1.84804928131417,9
"Boxing",ECU,1.23203285420945,6
"Boxing",EGY,1.02669404517454,5
"Boxing",EOR,0.82135523613963,4
"Boxing",ESA,0.205338809034908,1
"Boxing",ESP,1.64271047227926,8
"Boxing",FIN,0.410677618069815,2
"Boxing",FRA,2.25872689938398,11
"Boxing",GBR,3.49075975359343,17
"Boxing",GEO,1.02669404517454,5
"Boxing",GER,1.23203285420945,6
"Boxing",GHA,0.616016427104723,3
"Boxing",GUY,0.205338809034908,1
"Boxing",HAI,0.410677618069815,2
"Boxing",HUN,0.82135523613963,4
"Boxing",IND,2.87474332648871,14
"Boxing",IRI,0.410677618069815,2
"Boxing",IRL,2.87474332648871,14
"Boxing",ITA,1.84804928131417,9
"Boxing",JAM,0.205338809034908,1
"Boxing",JOR,1.43737166324435,7
"Boxing",JPN,1.43737166324435,7
"Boxing",KAZ,3.49075975359343,17
"Boxing",KEN,0.82135523613963,4
"Boxing",KGZ,0.205338809034908,1
"Boxing",KOR,0.410677618069815,2
"Boxing",KOS,0.205338809034908,1
"Boxing",MAR,1.84804928131417,9
"Boxing",MEX,1.43737166324435,7
"Boxing",MGL,1.02669404517454,5
"Boxing",MLI,0.205338809034908,1
"Boxing",MNE,0.205338809034908,1
"Boxing",MOZ,0.82135523613963,4
"Boxing",MRI,0.410677618069815,2
"Boxing",NAM,0.205338809034908,1
"Boxing",NED,0.616016427104723,3
"Boxing",NGR,0.410677618069815,2
"Boxing",NOR,0.410677618069815,2
"Boxing",NZL,0.205338809034908,1
"Boxing",PAN,0.410677618069815,2
"Boxing",PER,0.410677618069815,2
"Boxing",PHI,1.43737166324435,7
"Boxing",PLE,0.205338809034908,1
"Boxing",PNG,0.205338809034908,1
"Boxing",POL,1.43737166324435,7
"Boxing",PRK,0.410677618069815,2
"Boxing",PUR,0.616016427104723,3
"Boxing",ROC,2.25872689938398,11
"Boxing",ROU,0.616016427104723,3
"Boxing",SAM,0.616016427104723,3
"Boxing",SOM,0.205338809034908,1
"Boxing",SRB,0.82135523613963,4
"Boxing",SVK,0.410677618069815,2
"Boxing",SWE,0.616016427104723,3
"Boxing",SWZ,0.205338809034908,1
"Boxing",TGA,0.205338809034908,1
"Boxing",THA,2.05338809034908,10
"Boxing",TJK,1.02669404517454,5
"Boxing",TPE,2.05338809034908,10
"Boxing",TTO,0.205338809034908,1
"Boxing",TUN,0.410677618069815,2
"Boxing",TUR,2.05338809034908,10
"Boxing",UGA,0.616016427104723,3
"Boxing",UKR,1.43737166324435,7
"Boxing",USA,3.69609856262834,18
"Boxing",UZB,4.31211498973306,21
"Boxing",VEN,1.02669404517454,5
"Boxing",VIE,0.82135523613963,4
"Boxing",ZAM,0.82135523613963,4
"Breaking",AUS,6.06060606060606,2
"Breaking",CAN,3.03030303030303,1
"Breaking",CHN,9.09090909090909,3
"Breaking",EOR,3.03030303030303,1
"Breaking",FRA,12.1212121212121,4
"Breaking",ITA,3.03030303030303,1
"Breaking",JPN,12.1212121212121,4
"Breaking",KAZ,3.03030303030303,1
"Breaking",KOR,3.03030303030303,1
"Breaking",LTU,3.03030303030303,1
"Breaking",MAR,6.06060606060606,2
"Breaking",NED,9.09090909090909,3
"Breaking",POR,3.03030303030303,1
"Breaking",TPE,3.03030303030303,1
"Breaking",UKR,9.09090909090909,3
"Breaking",USA,12.1212121212121,4
"Canoe Slalom",ALG,0.806451612903226,1
"Canoe Slalom",AND,0.806451612903226,1
"Canoe Slalom",ARG,0.806451612903226,1
"Canoe Slalom",AUS,4.83870967741935,6
"Canoe Slalom",AUT,3.2258064516129,4
"Canoe Slalom",BEL,0.806451612903226,1
"Canoe Slalom",BRA,1.61290322580645,2
"Canoe Slalom",CAN,4.83870967741935,6
"Canoe Slalom",CHN,4.03225806451613,5
"Canoe Slalom",COK,0.806451612903226,1
"Canoe Slalom",COM,0.806451612903226,1
"Canoe Slalom",CRO,0.806451612903226,1
"Canoe Slalom",CZE,4.83870967741935,6
"Canoe Slalom",EOR,0.806451612903226,1
"Canoe Slalom",ESP,6.45161290322581,8
"Canoe Slalom",FRA,6.45161290322581,8
"Canoe Slalom",GBR,4.03225806451613,5
"Canoe Slalom",GER,5.64516129032258,7
"Canoe Slalom",IRL,3.2258064516129,4
"Canoe Slalom",ITA,3.2258064516129,4
"Canoe Slalom",JPN,4.83870967741935,6
"Canoe Slalom",KAZ,1.61290322580645,2
"Canoe Slalom",MAR,1.61290322580645,2
"Canoe Slalom",MEX,0.806451612903226,1
"Canoe Slalom",NED,2.41935483870968,3
"Canoe Slalom",NZL,2.41935483870968,3
"Canoe Slalom",POL,4.03225806451613,5
"Canoe Slalom",POR,0.806451612903226,1
"Canoe Slalom",ROC,1.61290322580645,2
"Canoe Slalom",SEN,1.61290322580645,2
"Canoe Slalom",SLO,4.03225806451613,5
"Canoe Slalom",SUI,3.2258064516129,4
"Canoe Slalom",SVK,4.03225806451613,5
"Canoe Slalom",SWE,1.61290322580645,2
"Canoe Slalom",TPE,1.61290322580645,2
"Canoe Slalom",TUN,0.806451612903226,1
"Canoe Slalom",UKR,0.806451612903226,1
"Canoe Slalom",USA,3.2258064516129,4
"Canoe Sprint",AIN,1.26903553299492,5
"Canoe Sprint",ALG,0.253807106598985,1
"Canoe Sprint",ANG,0.50761421319797,2
"Canoe Sprint",ARG,0.761421319796954,3
"Canoe Sprint",AUS,5.58375634517767,22
"Canoe Sprint",AUT,0.50761421319797,2
"Canoe Sprint",BEL,0.761421319796954,3
"Canoe Sprint",BIZ,0.253807106598985,1
"Canoe Sprint",BLR,3.04568527918782,12
"Canoe Sprint",BRA,1.52284263959391,6
"Canoe Sprint",BUL,0.50761421319797,2
