Sport,Country,Ratio,Only2020_2024Count
Artistic Gymnastics,ROU,1.53061224489796,3
Artistic Gymnastics,RSA,1.02040816326531,2
Artistic Gymnastics,SGP,0.510204081632653,1
Artistic Gymnastics,SRI,0.510204081632653,1
Artistic Gymnastics,SUI,2.55102040816327,5
Artistic Gymnastics,SVK,0.510204081632653,1
Artistic Gymnastics,SWE,1.02040816326531,2
Artistic Gymnastics,TPE,2.55102040816327,5
Artistic Gymnastics,TUR,2.55102040816327,5
Artistic Gymnastics,UKR,2.55102040816327,5
Artistic Gymnastics,USA,5.61224489795918,11
Artistic Gymnastics,UZB,1.02040816326531,2
Artistic Gymnastics,VIE,1.02040816326531,2
Artistic Swimming,AUS,7.69230769230769,8
Artistic Swimming,AUT,1.92307692307692,2
Artistic Swimming,BLR,1.92307692307692,2
Artistic Swimming,CAN,7.69230769230769,8
Artistic Swimming,CHN,7.69230769230769,8
Artistic Swimming,COL,1.92307692307692,2
Artistic Swimming,EGY,7.69230769230769,8
Artistic Swimming,ESP,7.69230769230769,8
Artistic Swimming,FRA,1.92307692307692,2
Artistic Swimming,GBR,1.92307692307692,2
Artistic Swimming,GRE,7.69230769230769,8
Artistic Swimming,ISR,1.92307692307692,2
Artistic Swimming,ITA,7.69230769230769,8
Artistic Swimming,JPN,7.69230769230769,8
Artistic Swimming,KAZ,1.92307692307692,2
Artistic Swimming,LIE,1.92307692307692,2
Artistic Swimming,MEX,1.92307692307692,2
Artistic Swimming,NED,1.92307692307692,2
Artistic Swimming,ROC,7.69230769230769,8
Artistic Swimming,RSA,1.92307692307692,2
Artistic Swimming,UKR,7.69230769230769,8
Artistic Swimming,USA,1.92307692307692,2
Athletics,AFG,0.0505178075271533,2
Athletics,ALB,0.0505178075271533,2
Athletics,ALG,0.126294518817883,5
Athletics,AND,0.0252589037635767,1
Athletics,ANG,0.0252589037635767,1
Athletics,ANT,0.0505178075271533,2
Athletics,ARG,0.126294518817883,5
Athletics,ARM,0.0252589037635767,1
Athletics,ASA,0.0252589037635767,1
Athletics,AUS,1.59131093710533,63
Athletics,AUT,0.176812326345037,7
Athletics,AZE,0.0505178075271533,2
Athletics,BAH,0.353624652690073,14
Athletics,BAN,0.0252589037635767,1
Athletics,BAR,0.15155342258146,6
Athletics,BDI,0.07577671129073,3
Athletics,BEL,0.783026016670877,31
Athletics,BEN,0.07577671129073,3
Athletics,BER,0,0
Athletics,BIH,0.0505178075271533,2
Athletics,BIZ,0.0505178075271533,2
Athletics,BLR,0.7577671129073,30
Athletics,BOL,0.0505178075271533,2
Athletics,BOT,0.252589037635767,10
Athletics,BRA,1.41449861076029,56
Athletics,BRN,0.328365748926497,13
Athletics,BRU,0.0252589037635767,1
Athletics,BUL,0.126294518817883,5
Athletics,BUR,0.0505178075271533,2
Athletics,CAF,0.0252589037635767,1
Athletics,CAM,0.0252589037635767,1
Athletics,CAN,1.43975751452387,57
Athletics,CAY,0.0505178075271533,2
Athletics,CGO,0.0505178075271533,2
Athletics,CHA,0.0252589037635767,1
Athletics,CHI,0.07577671129073,3
Athletics,CHN,1.31346299570599,52
Athletics,CIV,0.07577671129073,3
Athletics,CMR,0.0252589037635767,1
Athletics,COD,0.0252589037635767,1
Athletics,COK,0.0252589037635767,1
Athletics,COL,0.631472594089416,25
Athletics,COM,0.0505178075271533,2
Athletics,CPV,0.0252589037635767,1
Athletics,CRC,0.07577671129073,3
Athletics,CRO,0.176812326345037,7
Athletics,CUB,0.45466026774438,18
Athletics,CYP,0.07577671129073,3
Athletics,CZE,0.707249305380147,28
Athletics,DEN,0.37888355645365,15
Athletics,DJI,0.0505178075271533,2
Athletics,DMA,0.0505178075271533,2
Athletics,DOM,0.202071230108613,8
Athletics,ECU,0.429401363980803,17
Athletics,EGY,0.101035615054307,4
Athletics,EOR,0.176812326345037,7
Athletics,ERI,0.22733013387219,9
Athletics,ESA,0.0252589037635767,1
Athletics,ESP,1.41449861076029,56
Athletics,EST,0.176812326345037,7
Athletics,ETH,0.858802727961606,34
Athletics,FIJ,0.0252589037635767,1
Athletics,FIN,0.53043697903511,21
Athletics,FRA,1.59131093710533,63
Athletics,FSM,0.0252589037635767,1
Athletics,GAB,0.0252589037635767,1
Athletics,GAM,0.0505178075271533,2
Athletics,GBR,1.97019449355898,78
Athletics,GBS,0.0252589037635767,1
Athletics,GEO,0.126294518817883,5
Athletics,GEQ,0.0505178075271533,2
Athletics,GER,2.29856024248548,91
Athletics,GHA,0.176812326345037,7
Athletics,GRE,0.505178075271533,20
Athletics,GRN,0.101035615054307,4
Athletics,GUA,0.22733013387219,9
Athletics,GUI,0.0252589037635767,1
Athletics,GUM,0.0252589037635767,1
Athletics,GUY,0.07577671129073,3
Athletics,HAI,0.0252589037635767,1
Athletics,HKG,0.0505178075271533,2
Athletics,HON,0.0252589037635767,1
Athletics,HUN,0.45466026774438,18
Athletics,INA,0.0505178075271533,2
Athletics,IND,0.656731497852993,26
Athletics,IRI,0.07577671129073,3
Athletics,IRL,0.68199040161657,27
Athletics,IRQ,0.0252589037635767,1
Athletics,ISL,0.0252589037635767,1
Athletics,ISR,0.22733013387219,9
Athletics,ISV,0.0252589037635767,1
Athletics,ITA,1.89441778226825,75
Athletics,IVB,0.0505178075271533,2
Athletics,JAM,1.38923970699672,55
Athletics,JOR,0.0252589037635767,1
Athletics,JPN,1.71760545592321,68
Athletics,KAZ,0.252589037635767,10
Athletics,KEN,1.01035615054307,40
Athletics,KGZ,0.0505178075271533,2
Athletics,KIR,0.0252589037635767,1
Athletics,KOR,0.176812326345037,7
Athletics,KOS,0.0252589037635767,1
Athletics,KSA,0.0505178075271533,2
Athletics,KUW,0.0505178075271533,2
Athletics,LAO,0.0252589037635767,1
Athletics,LAT,0.202071230108613,8
Athletics,LBA,0.0252589037635767,1
Athletics,LBN,0.0252589037635767,1
Athletics,LBR,0.07577671129073,3
Athletics,LCA,0.0252589037635767,1
Athletics,LES,0.0505178075271533,2
Athletics,LIB,0,0
Athletics,LTU,0.277847941399343,11
Athletics,LUX,0.0505178075271533,2
Athletics,MAD,0.0252589037635767,1
Athletics,MAR,0.353624652690073,14
Athletics,MAS,0.0505178075271533,2
Athletics,MAW,0.0252589037635767,1
Athletics,MDA,0.15155342258146,6
Athletics,MDV,0.0252589037635767,1
Athletics,MEX,0.505178075271533,20
Athletics,MGL,0.07577671129073,3
Athletics,MHL,0,0
Athletics,MKD,0.0252589037635767,1
Athletics,MLI,0.0505178075271533,2
Athletics,MLT,0.0252589037635767,1
Athletics,MNE,0.0505178075271533,2
Athletics,MON,0.0252589037635767,1
Athletics,MOZ,0.0252589037635767,1
Athletics,MRI,0.0252589037635767,1
Athletics,MTN,0.0505178075271533,2
Athletics,MYA,0,0
Athletics,NAM,0.101035615054307,4
Athletics,NCA,0.0252589037635767,1
Athletics,NED,1.0861328618338,43
Athletics,NEP,0.0252589037635767,1
Athletics,NGR,0.30310684516292,12
Athletics,NIG,0.0505178075271533,2
Athletics,NOR,0.37888355645365,15
Athletics,NRU,0.0252589037635767,1
Athletics,NZL,0.328365748926497,13
Athletics,OMA,0.0505178075271533,2
Athletics,PAK,0.0505178075271533,2
Athletics,PAN,0.101035615054307,4
Athletics,PAR,0.0505178075271533,2
Athletics,PER,0.202071230108613,8
Athletics,PHI,0.0505178075271533,2
Athletics,PLE,0.0252589037635767,1
Athletics,PLW,0.0252589037635767,1
Athletics,PNG,0.0252589037635767,1
Athletics,POL,1.69234655215964,67
Athletics,POR,0.505178075271533,20
Athletics,PRK,0,0
Athletics,PUR,0.101035615054307,4
Athletics,QAT,0.202071230108613,8
Athletics,ROC,0.252589037635767,10
Athletics,ROT,0,0
Athletics,ROU,0.22733013387219,9
Athletics,RSA,0.783026016670877,31
Athletics,RUS,0,0
Athletics,RWA,0.0505178075271533,2
Athletics,SAM,0.0252589037635767,1
Athletics,SEN,0.0252589037635767,1
Athletics,SEY,0.0252589037635767,1
Athletics,SGP,0.0252589037635767,1
Athletics,SKN,0.0505178075271533,2
Athletics,SLE,0.0252589037635767,1
Athletics,SLO,0.176812326345037,7
Athletics,SMR,0,0
Athletics,SOL,0.0252589037635767,1
Athletics,SOM,0.0252589037635767,1
Athletics,SRB,0.126294518817883,5
Athletics,SRI,0.0505178075271533,2
Athletics,SSD,0.0505178075271533,2
Athletics,STP,0.0252589037635767,1
Athletics,SUD,0.0252589037635767,1
Athletics,SUI,0.68199040161657,27
Athletics,SUR,0,0
Athletics,SVK,0.22733013387219,9
Athletics,SWE,0.53043697903511,21
Athletics,SWZ,0.0252589037635767,1
Athletics,SYR,0.0252589037635767,1
Athletics,TAN,0.07577671129073,3
Athletics,TGA,0.0252589037635767,1
Athletics,THA,0.0505178075271533,2
Athletics,TJK,0.0252589037635767,1
Athletics,TKM,0.0252589037635767,1
Athletics,TLS,0.0252589037635767,1
Athletics,TOG,0.0252589037635767,1
Athletics,TPE,0.15155342258146,6
Athletics,TTO,0.60621369032584,24
Athletics,TUN,0.07577671129073,3
Athletics,TUR,0.60621369032584,24
Athletics,TUV,0.0505178075271533,2
Athletics,UAE,0.0252589037635767,1
Athletics,UGA,0.479919171507957,19
Athletics,UKR,1.11139176559737,44
Athletics,URU,0.07577671129073,3
Athletics,USA,3.30891639302854,131
Athletics,UZB,0.176812326345037,7
Athletics,VEN,0.101035615054307,4
Athletics,VIE,0.0252589037635767,1
Athletics,VIN,0.0252589037635767,1
Athletics,YEM,0.0252589037635767,1
Athletics,ZAM,0.0505178075271533,2
Athletics,ZIM,0.0252589037635767,1
Badminton,AUS,1.26582278481013,4
Badminton,AUT,0.316455696202532,1
Badminton,AZE,0.316455696202532,1
Badminton,BEL,0.316455696202532,1
Badminton,BRA,0.632911392405063,2
Badminton,BRU,0,0
Badminton,BUL,0.949367088607595,3
Badminton,CAN,2.53164556962025,8
Badminton,CHN,4.11392405063291,13
Badminton,CUB,0,0
Badminton,CZE,0,0
Badminton,DEN,2.84810126582278,9
Badminton,EGY,0.949367088607595,3
Badminton,EOR,0.316455696202532,1
Badminton,ESP,0.632911392405063,2
Badminton,EST,0.632911392405063,2
Badminton,FIN,0.316455696202532,1
Badminton,FRA,1.26582278481013,4
Badminton,GBR,2.21518987341772,7
Badminton,GER,1.58227848101266,5
Badminton,GUA,0.632911392405063,2
Badminton,HKG,1.26582278481013,4
Badminton,HUN,0.632911392405063,2
Badminton,INA,3.48101265822785,11
Badminton,IND,1.26582278481013,4
Badminton,IRI,0.316455696202532,1
Badminton,IRL,0.316455696202532,1
Badminton,ISR,0.632911392405063,2
Badminton,ITA,0,0
Badminton,JPN,4.11392405063291,13
Badminton,KOR,3.16455696202532,10
Badminton,MAS,2.53164556962025,8
Badminton,MDV,0.316455696202532,1
Badminton,MEX,0.632911392405063,2
Badminton,MLT,0.316455696202532,1
Badminton,MRI,0.316455696202532,1
Badminton,MYA,0.316455696202532,1
Badminton,NED,1.26582278481013,4
Badminton,NGR,0.949367088607595,3
Badminton,PAK,0.316455696202532,1
Badminton,PER,0.316455696202532,1
Badminton,POL,0,0
Badminton,POR,0,0
Badminton,ROC,1.26582278481013,4
Badminton,RSA,0,0
Badminton,RUS,0,0
Badminton,SGP,0.632911392405063,2
Badminton,SRI,0.316455696202532,1
Badminton,SUI,0.316455696202532,1
Badminton,SUR,0.316455696202532,1
Badminton,SVK,0.316455696202532,1
Badminton,SWE,0.316455696202532,1
Badminton,THA,2.21518987341772,7
Badminton,TPE,1.58227848101266,5
Badminton,TUR,0.316455696202532,1
Badminton,UKR,0.632911392405063,2
Badminton,USA,1.26582278481013,4
Badminton,VIE,0.632911392405063,2
Baseball__Softball,AUS,6.41025641025641,15
Baseball__Softball,CAN,6.41025641025641,15
Baseball__Softball,DOM,10.2564102564103,24
Baseball__Softball,ISR,10.2564102564103,24
Baseball__Softball,ITA,6.41025641025641,15
Baseball__Softball,JPN,16.6666666666667,39
Baseball__Softball,KOR,10.2564102564103,24
Baseball__Softball,MEX,16.6666666666667,39
Baseball__Softball,USA,16.6666666666667,39
Basketball,ARG,2.22222222222222,12
Basketball,AUS,4.44444444444444,24
Basketball,BEL,2.22222222222222,12
Basketball,BLR,0,0
Basketball,BRA,0,0
Basketball,CAN,2.22222222222222,12
Basketball,CHN,2.22222222222222,12
Basketball,CRO,0,0
Basketball,CZE,2.22222222222222,12
Basketball,ESP,4.44444444444444,24
Basketball,FRA,4.44444444444444,24
Basketball,GER,2.22222222222222,12
Basketball,IRI,2.22222222222222,12
Basketball,ITA,2.22222222222222,12
Basketball,JPN,4.44444444444444,24
Basketball,KOR,2.22222222222222,12
Basketball,LTU,0,0
Basketball,NGR,4.44444444444444,24
Basketball,PUR,2.22222222222222,12
Basketball,SEN,0,0
Basketball,SLO,2.22222222222222,12
Basketball,SRB,2.22222222222222,12
Basketball,TUR,0,0
Basketball,USA,4.44444444444444,24
Basketball,VEN,0,0
Beach Volleyball,ARG,2.29885057471264,4
Beach Volleyball,AUS,2.29885057471264,4
Beach Volleyball,AUT,0,0
Beach Volleyball,BRA,4.59770114942529,8
Beach Volleyball,CAN,2.29885057471264,4
Beach Volleyball,CHI,1.14942528735632,2
Beach Volleyball,CHN,2.29885057471264,4
Beach Volleyball,CRC,0,0
Beach Volleyball,CUB,1.14942528735632,2
Beach Volleyball,CZE,2.29885057471264,4
Beach Volleyball,EGY,0,0
Beach Volleyball,ESP,2.29885057471264,4
Beach Volleyball,GER,3.44827586206897,6
Beach Volleyball,ITA,3.44827586206897,6
Beach Volleyball,JPN,2.29885057471264,4
Beach Volleyball,KEN,1.14942528735632,2
Beach Volleyball,LAT,2.29885057471264,4
Beach Volleyball,MAR,1.14942528735632,2
Beach Volleyball,MEX,1.14942528735632,2
Beach Volleyball,NED,3.44827586206897,6
Beach Volleyball,NOR,1.14942528735632,2
Beach Volleyball,POL,2.29885057471264,4
Beach Volleyball,QAT,1.14942528735632,2
Beach Volleyball,ROC,3.44827586206897,6
Beach Volleyball,RUS,0,0
Beach Volleyball,SUI,3.44827586206897,6
Beach Volleyball,TUN,0,0
Beach Volleyball,USA,4.59770114942529,8
Beach Volleyball,VEN,0,0
Boxing,ALG,1.44404332129964,8
Boxing,ANT,0.180505415162455,1
Boxing,ARG,0.902527075812274,5
Boxing,ARM,0.541516245487365,3
Boxing,AUS,0.902527075812274,5
Boxing,AZE,0.902527075812274,5
Boxing,BDI,0.180505415162455,1
Boxing,BLR,0.72202166064982,4
Boxing,BOT,0.36101083032491,2
Boxing,BRA,1.26353790613718,7
Boxing,BRN,0.180505415162455,1
Boxing,BUL,0.541516245487365,3
Boxing,CAF,0,0
Boxing,CAN,0.902527075812274,5
Boxing,CGO,0,0
Boxing,CHN,1.08303249097473,6
Boxing,CMR,0.541516245487365,3
Boxing,COD,0.72202166064982,4
Boxing,COL,1.08303249097473,6
Boxing,CPV,0.180505415162455,1
Boxing,CRO,0.36101083032491,2
Boxing,CUB,1.26353790613718,7
Boxing,DOM,1.26353790613718,7
Boxing,ECU,0.72202166064982,4
Boxing,EGY,0.36101083032491,2
Boxing,EOR,0.36101083032491,2
Boxing,ESA,0.180505415162455,1
Boxing,ESP,0.72202166064982,4
Boxing,FIJ,0,0
Boxing,FIN,0.180505415162455,1
Boxing,FRA,0.902527075812274,5
Boxing,FSM,0,0
Boxing,GBR,1.985559566787,11
Boxing,GEO,0.541516245487365,3
Boxing,GER,0.541516245487365,3
Boxing,GHA,0.541516245487365,3
Boxing,GUY,0.180505415162455,1
Boxing,HAI,0.180505415162455,1
Boxing,HON,0,0
Boxing,HUN,0.180505415162455,1
Boxing,IND,1.62454873646209,9
Boxing,IRI,0.36101083032491,2
Boxing,IRL,1.26353790613718,7
Boxing,IRQ,0,0
Boxing,ISV,0,0
Boxing,ITA,0.72202166064982,4
Boxing,JAM,0.180505415162455,1
Boxing,JOR,0.902527075812274,5
Boxing,JPN,1.08303249097473,6
Boxing,KAZ,1.62454873646209,9
Boxing,KEN,0.72202166064982,4
Boxing,KGZ,0,0
Boxing,KOR,0.36101083032491,2
Boxing,KOS,0.180505415162455,1
Boxing,LES,0,0
Boxing,LTU,0,0
Boxing,MAR,1.08303249097473,6
Boxing,MEX,0.541516245487365,3
Boxing,MGL,0.541516245487365,3
Boxing,MOZ,0.36101083032491,2
Boxing,MRI,0.36101083032491,2
Boxing,NAM,0.180505415162455,1
Boxing,NED,0.36101083032491,2
Boxing,NGR,0,0
Boxing,NZL,0.180505415162455,1
Boxing,PAN,0.180505415162455,1
Boxing,PER,0.36101083032491,2
Boxing,PHI,0.72202166064982,4
Boxing,PNG,0.180505415162455,1
Boxing,POL,0.72202166064982,4
Boxing,PUR,0.180505415162455,1
Boxing,QAT,0,0
Boxing,ROC,1.985559566787,11
Boxing,ROU,0.36101083032491,2
Boxing,RUS,0,0
Boxing,SAM,0.36101083032491,2
Boxing,SEY,0,0
Boxing,SOM,0.180505415162455,1
Boxing,SRB,0.180505415162455,1
Boxing,SVK,0.180505415162455,1
Boxing,SWE,0.36101083032491,2
Boxing,SWZ,0.180505415162455,1
Boxing,THA,0.72202166064982,4
Boxing,TJK,0.541516245487365,3
Boxing,TKM,0,0
Boxing,TPE,0.72202166064982,4
Boxing,TTO,0.180505415162455,1
Boxing,TUN,0.36101083032491,2
Boxing,TUR,1.08303249097473,6
Boxing,UGA,0.541516245487365,3
Boxing,UKR,0.902527075812274,5
Boxing,USA,1.80505415162455,10
Boxing,UZB,1.985559566787,11
Boxing,VAN,0,0
Boxing,VEN,0.541516245487365,3
Boxing,VIE,0.36101083032491,2
Boxing,ZAM,0.541516245487365,3
Canoe Slalom,AND,1.21951219512195,1
Canoe Slalom,ARG,1.21951219512195,1
Canoe Slalom,AUS,3.65853658536585,3
Canoe Slalom,AUT,3.65853658536585,3
Canoe Slalom,BEL,1.21951219512195,1
Canoe Slalom,BRA,2.4390243902439,2
Canoe Slalom,CAN,4.8780487804878,4
Canoe Slalom,CHN,3.65853658536585,3
Canoe Slalom,COK,1.21951219512195,1
Canoe Slalom,CRO,1.21951219512195,1
Canoe Slalom,CZE,4.8780487804878,4
Canoe Slalom,ESP,4.8780487804878,4
Canoe Slalom,FRA,4.8780487804878,4
Canoe Slalom,GBR,4.8780487804878,4
Canoe Slalom,GER,4.8780487804878,4
Canoe Slalom,IRL,1.21951219512195,1
Canoe Slalom,ITA,3.65853658536585,3
Canoe Slalom,JPN,4.8780487804878,4
Canoe Slalom,KAZ,2.4390243902439,2
Canoe Slalom,MAR,2.4390243902439,2
Canoe Slalom,MEX,1.21951219512195,1
Canoe Slalom,NED,1.21951219512195,1
Canoe Slalom,NZL,2.4390243902439,2
Canoe Slalom,POL,4.8780487804878,4
Canoe Slalom,POR,1.21951219512195,1
Canoe Slalom,ROC,2.4390243902439,2
Canoe Slalom,SEN,1.21951219512195,1
Canoe Slalom,SLO,4.8780487804878,4
Canoe Slalom,SUI,4.8780487804878,4
Canoe Slalom,SVK,4.8780487804878,4
Canoe Slalom,SWE,1.21951219512195,1
Canoe Slalom,TPE,1.21951219512195,1
Canoe Slalom,UKR,1.21951219512195,1
Canoe Slalom,USA,3.65853658536585,3
Canoe Sprint,ALG,0.404858299595142,1
Canoe Sprint,ARG,1.21457489878543,3
Canoe Sprint,AUS,5.66801619433198,14
Canoe Sprint,AUT,0.809716599190283,2
Canoe Sprint,BEL,1.21457489878543,3
Canoe Sprint,BIZ,0.404858299595142,1
Canoe Sprint,BLR,4.8582995951417,12
Canoe Sprint,BRA,1.21457489878543,3
Canoe Sprint,BUL,0.404858299595142,1
Canoe Sprint,CAN,5.66801619433198,14
Canoe Sprint,CHI,0.809716599190283,2
Canoe Sprint,CHN,6.07287449392713,15
Canoe Sprint,COK,0.809716599190283,2
Canoe Sprint,CRO,0.809716599190283,2
Canoe Sprint,CUB,2.02429149797571,5
Canoe Sprint,CZE,1.61943319838057,4
Canoe Sprint,DEN,1.61943319838057,4
Canoe Sprint,EGY,0.809716599190283,2
Canoe Sprint,EOR,0.404858299595142,1
Canoe Sprint,ESP,4.45344129554656,11
Canoe Sprint,FRA,3.23886639676113,8
Canoe Sprint,GBR,1.61943319838057,4
Canoe Sprint,GER,6.88259109311741,17
Canoe Sprint,HUN,6.47773279352227,16
Canoe Sprint,IRI,0.404858299595142,1
Canoe Sprint,ITA,1.61943319838057,4
Canoe Sprint,JPN,3.23886639676113,8
Canoe Sprint,KAZ,2.02429149797571,5
Canoe Sprint,KOR,0.404858299595142,1
Canoe Sprint,LAT,0.404858299595142,1
Canoe Sprint,LTU,0.404858299595142,1
Canoe Sprint,MDA,1.21457489878543,3
Canoe Sprint,MOZ,0.404858299595142,1
Canoe Sprint,NGR,0.404858299595142,1
Canoe Sprint,NOR,0.404858299595142,1
Canoe Sprint,NZL,2.42914979757085,6
Canoe Sprint,POL,3.64372469635628,9
Canoe Sprint,POR,2.83400809716599,7
Canoe Sprint,ROC,6.07287449392713,15
Canoe Sprint,ROU,0.809716599190283,2
Canoe Sprint,SAM,1.21457489878543,3
Canoe Sprint,SLO,0.809716599190283,2
Canoe Sprint,SRB,1.21457489878543,3
Canoe Sprint,STP,0.809716599190283,2
Canoe Sprint,SVK,2.02429149797571,5
Canoe Sprint,SWE,0.809716599190283,2
Canoe Sprint,THA,0.404858299595142,1
Canoe Sprint,TUN,1.61943319838057,4
Canoe Sprint,UKR,4.04858299595142,10
Canoe Sprint,USA,0.404858299595142,1
Canoe Sprint,UZB,0.809716599190283,2
Canoeing,ARG,0,0
Canoeing,AUS,0,0
Canoeing,AUT,0,0
Canoeing,AZE,0,0
Canoeing,BEL,0,0
Canoeing,BLR,0,0
Canoeing,BRA,0,0
Canoeing,BUL,0,0
Canoeing,CAN,0,0
Canoeing,CHN,0,0
Canoeing,COK,0,0
Canoeing,CUB,0,0
Canoeing,CZE,0,0
Canoeing,DEN,0,0
Canoeing,ECU,0,0
Canoeing,EGY,0,0
Canoeing,ESP,0,0
Canoeing,FRA,0,0
Canoeing,GBR,0,0
Canoeing,GEO,0,0
Canoeing,GER,0,0
Canoeing,HUN,0,0
Canoeing,IRI,0,0
Canoeing,ITA,0,0
Canoeing,JPN,0,0
Canoeing,KAZ,0,0
Canoeing,KOR,0,0
Canoeing,LAT,0,0
Canoeing,LIB,0,0
Canoeing,LTU,0,0
Canoeing,MAR,0,0
Canoeing,MDA,0,0
Canoeing,MEX,0,0
Canoeing,MOZ,0,0
Canoeing,NGR,0,0
Canoeing,NZL,0,0
Canoeing,PLW,0,0
Canoeing,POL,0,0
Canoeing,POR,0,0
Canoeing,RSA,0,0
Canoeing,RUS,0,0
Canoeing,SAM,0,0
Canoeing,SEN,0,0
Canoeing,SLO,0,0
Canoeing,SRB,0,0
