Country,total,gold,TlLower,TlUpper,GLower,GUpper
LUX,-0,-0,-1,0,-0,0
MAD,0,0,-0,1,-0,0
MAL,-0,-0,-1,0,-0,-0
MAW,-0,-0,-0,0,-0,0
MDV,-0,-0,-0,0,-0,0
MHL,-0,-0,-0,0,-0,0
MKD,0,0,0,1,0,0
MLI,-0,-0,-0,0,-0,0
MLT,0,0,-0,0,-0,0
MON,0,-0,-0,0,-0,0
MRI,0,0,0,1,-0,0
MTN,-0,-0,-1,0,-0,-0
MYA,0,-0,-0,0,-0,0
NAM,0,-0,-0,0,-0,0
NBO,-0,-0,-1,0,-0,-0
NCA,0,0,-0,0,-0,0
NEP,0,0,-0,0,-0,0
NFL,-0,-0,-1,0,-0,-0
NIG,0,0,-0,1,0,0
NRU,-0,-0,-1,0,-0,-0
OMA,0,0,-0,0,-0,0
PAN,0,0,-0,0,-0,0
PLE,0,0,-0,0,-0,0
PLW,-0,-0,-0,0,-0,0
PNG,0,0,-0,1,-0,0
RHO,-0,-0,-1,0,-0,-0
ROT,0,-0,-0,0,-0,0
RWA,-0,-0,-0,0,-0,0
SAA,-0,-0,-1,0,-0,-0
SAM,0,-0,-0,0,-0,0
SEN,0,-0,-0,0,-0,0
SKN,-0,-0,-0,0,-0,-0
SLE,-0,-0,-0,0,-0,0
SOL,-0,-0,-1,0,-0,-0
SOM,-0,-0,-1,0,-0,-0
SRI,0,0,-0,0,-0,0
SSD,-0,-0,-0,0,-0,-0
STP,-0,-0,-1,0,-0,-0
SUD,0,0,-0,0,-0,0
SUR,-0,-0,-0,0,-0,0
SWZ,-0,-0,-0,0,-0,-0
SYR,-0,-0,-0,0,-0,0
TAN,-0,-0,-0,0,-0,-0
TGA,0,-0,-0,0,-0,-0
TLS,-0,-0,-0,0,-0,-0
TOG,-0,-0,-0,0,-0,0
TUV,-0,-0,-1,0,-0,-0
UAR,-0,-0,-1,0,-0,-0
UNK,-0,-0,-1,0,-0,-0
URS,-0,-0,-1,0,-0,-0
VAN,-0,-0,-0,0,-0,0
VIN,-0,-0,-0,0,-0,0
VNM,-0,-0,-1,0,-0,-0
WIF,-0,-0,-1,0,-0,-0
YAR,-0,-0,-1,0,-0,-0
YEM,0,0,-0,0,-0,0
YMD,-0,-0,-1,0,-0,-0
YUG,-0,-0,-1,0,-0,-0
ZAM,0,0,0,1,-0,0
ISL,-1,-0,-2,-1,-1,-0
PAR,-1,-0,-1,0,-1,-0
VIE,-2,-0,-2,-1,-1,0
NOR,-5,-0,-8,-2,-2,1
ARG,3,-1,-1,7,-2,1
CPV,-1,-1,-1,-1,-1,-0
IRL,-1,-1,-3,2,-1,0
PHI,-1,-1,-2,-0,-1,-0
CHI,-2,-1,-4,-1,-2,-1
TUR,-2,-1,-5,1,-2,0
AZE,-1,-2,-3,1,-3,-1
BUL,-6,-2,-8,-3,-3,-1
EGY,-7,-2,-10,-4,-3,-1
BEL,-8,-2,-10,-5,-3,-0
BRA,-12,-2,-17,-6,-4,0
UZB,-7,-3,-9,-5,-4,-2
TPE,-10,-3,-14,-6,-5,-2
ISR,-11,-3,-14,-8,-4,-2
ESP,-5,-4,-11,1,-7,-1
SUI,-10,-4,-13,-7,-5,-2
UKR,-14,-7,-19,-9,-9,-5
ROC,-36,-10,-44,-28,-13,-7
