Country,total,gold,TlLower,TlUpper,GLower,GUpper
LBR,0,-0,-0,0,-0,0
LES,0,-0,-0,0,-0,0
LIB,-0,-0,-0,0,-0,0
LIE,-0,-0,-0,0,-0,0
LUX,0,-0,-0,0,-0,0
MAD,0,0,-0,0,-0,0
MAL,-0,-0,-0,0,-0,0
MAW,0,-0,-0,0,-0,0
MDV,-0,-0,-0,0,-0,0
MHL,-0,-0,-0,0,-0,0
MKD,0,0,0,1,-0,0
MLI,0,0,-0,0,-0,0
MLT,0,-0,-0,0,-0,0
MON,0,0,-0,0,-0,0
MRI,0,-0,0,1,-0,0
MTN,0,-0,-0,0,-0,0
MYA,0,-0,-0,0,-0,0
NBO,-0,-0,-0,0,-0,0
NCA,-0,-0,-0,0,-0,0
NEP,0,0,-0,0,-0,0
NFL,-0,-0,-0,0,-0,0
NRU,-0,-0,-0,0,-0,0
OMA,0,0,-0,0,-0,0
PAN,0,0,0,1,-0,0
PLE,0,0,-0,0,-0,0
PLW,-0,-0,-0,0,-0,0
PNG,0,0,0,1,-0,0
RHO,-0,-0,-0,0,-0,0
ROT,0,0,0,1,-0,0
RWA,-0,-0,-0,0,-0,0
SAA,-0,-0,-0,0,-0,0
SAM,0,-0,-0,0,-0,0
SKN,0,0,-0,0,-0,0
SLE,0,-0,-0,0,-0,0
SMR,0,0,-0,1,-0,0
SOL,-0,-0,-0,0,-0,0
SOM,0,-0,-0,0,-0,0
SRI,0,0,-0,0,-0,0
SSD,0,-0,-0,0,-0,0
STP,0,-0,-0,0,-0,0
SUD,0,0,0,1,0,0
SUR,-0,-0,-0,0,-0,0
SWZ,-0,-0,-0,0,-0,0
SYR,0,-0,-0,0,-0,0
TAN,0,0,-0,0,-0,0
TCH,0,-0,-0,0,-0,0
TGA,0,-0,-0,0,-0,-0
TKM,0,0,-0,1,-0,0
TLS,0,-0,-0,0,-0,0
TOG,0,-0,-0,0,-0,0
TUV,0,-0,-0,0,-0,0
UAR,-0,-0,-0,0,-0,0
UNK,-0,-0,-0,0,-0,0
URS,-0,-0,-0,0,-0,0
VAN,0,-0,-0,0,-0,0
VIN,0,-0,-0,0,-0,0
VNM,-0,-0,-0,0,-0,0
WIF,-0,-0,-0,0,-0,0
YAR,-0,-0,-0,0,-0,0
YEM,0,0,-0,0,-0,0
YMD,-0,-0,-0,0,-0,0
YUG,-0,-0,-0,0,-0,0
ZAM,-0,-0,-0,0,-0,-0
ZIM,-0,-0,-0,0,-0,0
UZB,0,-2,-2,2,-2,-1
CPV,-1,-0,-1,-0,-0,-0
HON,-1,-0,-1,-0,-1,-0
ISL,-1,-0,-1,-0,-1,-0
CMR,-1,-1,-1,-0,-1,-1
GHA,-1,-1,-2,-0,-1,-1
NED,-1,-1,-6,4,-3,1
PAR,-1,-1,-2,-1,-1,-1
PHI,-1,-1,-2,0,-1,-0
MNE,-2,-1,-2,-1,-1,-0
NOR,-2,-2,-5,2,-3,-0
LAT,-3,-1,-4,-1,-1,-0
SUI,-4,-3,-7,-1,-4,-2
AUS,-5,3,-12,3,-0,6
ECU,-5,-2,-6,-4,-3,-2
BUL,-5,-4,-8,-3,-4,-3
UKR,-6,-2,-10,-1,-4,-0
COL,-9,-5,-11,-6,-6,-4
EGY,-11,-1,-15,-7,-3,0
BRA,-11,-5,-16,-6,-6,-3
GRE,-14,-2,-18,-10,-4,-1
CRC,-15,-5,-18,-13,-5,-4
PER,-21,-6,-24,-17,-7,-5
ROC,-21,-8,-25,-16,-10,-6
FRA,-65,-13,-81,-49,-19,-7
