Country,total,gold,TlLower,TlUpper,GLower,GUpper
SUD,1,0,1,1,0,0
SUR,1,0,0,1,0,0
SVK,1,-0,-1,2,-1,0
SWE,1,-0,-3,5,-2,1
SYR,1,0,1,1,0,0
TAN,1,0,0,1,0,0
TGA,1,0,0,1,0,0
TJK,1,0,1,2,0,1
TKM,1,0,0,2,0,1
TLS,1,0,0,1,0,0
TOG,1,0,0,1,0,0
UAE,1,0,0,1,0,0
UGA,1,0,1,2,0,0
VAN,1,0,0,1,0,0
VIN,1,0,0,1,0,0
YEM,1,0,0,1,0,0
ZAM,1,0,0,1,-0,0
ZIM,1,0,1,2,0,1
BUL,1,-1,-1,4,-2,-0
LTU,-0,1,-3,3,-1,2
AFG,0,0,0,1,0,0
AHO,0,0,0,1,0,0
AIN,0,0,0,1,0,0
AND,0,0,0,1,0,0
ANZ,0,0,0,1,0,0
BHU,0,0,0,1,-0,0
BIZ,0,0,0,1,0,0
BOH,0,0,0,1,0,0
BRU,0,0,0,1,0,0
CHA,0,0,0,1,0,0
CMR,-0,-0,-1,0,-0,-0
CPV,0,0,0,1,-0,0
CRT,0,0,0,1,0,0
DMA,0,0,0,1,0,0
DOM,-0,-0,-2,2,-1,0
FRG,0,0,0,1,0,0
GDR,0,0,0,1,0,0
GEQ,0,0,0,1,0,0
HON,-0,-0,-1,-0,-0,-0
IRQ,0,0,0,1,0,0
ISL,0,0,-0,1,-0,0
IVB,0,0,0,1,0,0
KIR,0,0,0,1,0,0
KSA,0,0,-0,1,-0,0
LBN,0,0,0,1,0,0
LBR,0,0,0,1,0,0
LES,0,0,0,1,0,0
LIB,0,0,0,1,0,0
LIE,0,0,0,1,0,0
MAL,0,0,0,1,0,0
MNE,0,0,-1,1,-0,0
MTN,0,0,0,1,0,0
MYA,0,0,0,1,0,0
NBO,0,0,0,1,0,0
NFL,0,0,0,1,0,0
NRU,0,0,0,1,0,0
OMA,0,0,-0,0,-0,0
PAK,0,0,0,1,0,0
PHI,0,-0,-1,2,-1,0
RHO,0,0,0,1,0,0
SAA,0,0,0,1,0,0
SKN,0,0,0,1,0,0
SMR,-0,-0,-1,-0,-0,0
SOL,0,0,0,1,0,0
SOM,0,0,0,1,0,0
SSD,0,0,0,1,0,0
STP,0,0,0,1,0,0
SWZ,0,0,0,1,0,0
TCH,-0,-0,-0,0,-0,0
TUV,0,0,0,1,0,0
UAR,0,0,0,1,0,0
UNK,0,0,0,1,0,0
URS,0,0,0,1,0,0
VNM,0,0,0,1,0,0
WIF,0,0,0,1,0,0
YAR,0,0,0,1,0,0
YMD,0,0,0,1,0,0
YUG,0,0,0,1,0,0
GHA,-1,-0,-1,-0,-1,-0
IOA,-1,-0,-2,-1,-0,-0
KUW,-1,-0,-1,-0,-0,0
NZL,-1,0,-6,3,-2,2
PAR,-1,-1,-2,-0,-1,-0
ESP,-1,-3,-7,6,-5,-0
POR,-3,-1,-6,-1,-2,0
NOR,-3,-2,-7,0,-3,-0
UKR,-4,-5,-10,1,-7,-3
ROC,-11,-6,-17,-4,-9,-4
BRA,-14,-2,-21,-6,-5,1
GRE,-17,-8,-23,-12,-9,-6
AUS,-20,-5,-29,-10,-9,-2
EGY,-20,-8,-25,-15,-10,-6
JPN,-24,-7,-33,-14,-10,-3
CRC,-26,-7,-30,-21,-9,-5
PER,-39,-10,-46,-32,-13,-7
