Country,total,gold,TlLower,TlUpper,GLower,GUpper
YAR,0,-0,-0,0,-0,0
YEM,0,0,0,1,-0,0
YMD,0,-0,-0,0,-0,0
YUG,0,-0,-0,0,-0,0
ZAM,0,-0,-0,0,-0,0
SWE,-0,-1,-3,3,-2,1
BUL,-0,-2,-3,2,-3,-1
GER,-1,2,-10,7,-2,5
HON,-1,-0,-1,-1,-1,-0
IOA,-1,0,-1,-0,-0,0
MNE,-1,-0,-2,0,-1,-0
CMR,-1,-1,-2,-1,-1,-0
GHA,-1,-1,-2,-1,-1,-0
PAR,-2,-1,-3,-1,-1,-1
NOR,-3,-2,-6,0,-3,-0
POR,-6,-2,-9,-4,-3,-1
RSA,-9,-3,-11,-6,-4,-2
ECU,-16,-5,-18,-13,-5,-4
