Country,total,gold,TlLower,TlUpper,GLower,GUpper
SWZ,-0,-0,-0,0,-0,0
SYR,0,0,-0,0,-0,0
TAN,0,-0,-0,0,-0,0
TCH,-0,-0,-0,0,-0,-0
TGA,0,-0,-0,0,-0,0
TKM,0,0,-0,1,-0,0
TLS,-0,-0,-0,0,-0,0
TOG,-0,-0,-0,0,-0,0
TUV,-0,-0,-0,0,-0,0
UAR,-0,-0,-0,0,-0,-0
UNK,-0,-0,-0,0,-0,-0
URS,-0,-0,-0,0,-0,-0
VAN,0,-0,-0,0,-0,0
VIN,-0,-0,-0,0,-0,0
VNM,-0,-0,-0,0,-0,-0
WIF,-0,-0,-0,0,-0,-0
YAR,-0,-0,-0,0,-0,-0
YEM,0,0,-0,0,-0,0
YMD,-0,-0,-0,0,-0,-0
YUG,-0,-0,-0,0,-0,-0
ZAM,-0,-0,-0,0,-0,-0
ZIM,0,0,-0,0,-0,0
CHI,-0,-1,-2,1,-1,-0
AIN,-1,0,-6,4,-1,2
CMR,-1,-0,-1,-0,-1,-0
ISL,-1,-0,-1,-1,-0,-0
MNE,-1,-0,-1,-1,-1,-0
SVK,-1,-0,-2,1,-1,0
PAR,-1,-1,-1,-1,-1,-0
PHI,-1,-1,-2,1,-1,-0
BLR,-6,-2,-8,-3,-3,-1
BUL,-6,-3,-8,-4,-4,-2
