Country,total,gold,TlLower,TlUpper,GLower,GUpper
SEN,-0,-0,-1,0,-1,-0
SEY,0,-0,-0,0,-0,0
SKN,0,-0,-0,0,-0,0
SLE,0,0,-0,0,-0,0
SMR,0,0,-0,1,0,0
SOL,0,-0,-0,0,-0,0
SOM,-0,-0,-0,0,-0,0
SSD,0,-0,-0,0,-0,0
STP,-0,-0,-1,-0,-0,0
SUD,0,0,-0,0,-0,0
SUR,0,-0,-0,0,-0,0
SWZ,0,-0,-0,0,-0,0
SYR,0,0,-0,1,-0,0
TAN,0,-0,-0,0,-0,0
TCH,-0,-0,-0,0,-0,0
TGA,0,-0,-0,0,-0,0
TKM,0,0,-0,1,-0,0
TLS,0,-0,-0,0,-0,0
TOG,0,-0,-0,0,-0,0
TUV,0,-0,-0,0,-0,0
UAR,-0,-0,-0,0,-0,0
UNK,-0,-0,-0,0,-0,0
URS,-0,-0,-0,0,-0,0
VAN,0,0,0,1,-0,0
VIE,0,0,-0,1,-0,0
VIN,0,-0,-0,0,-0,0
VNM,-0,-0,-0,0,-0,0
WIF,-0,-0,-0,0,-0,0
YAR,-0,-0,-0,0,-0,0
YEM,0,0,-0,0,-0,0
YMD,-0,-0,-0,0,-0,0
YUG,-0,-0,-0,0,-0,0
ZAM,-0,-0,-1,0,-0,-0
ZIM,0,0,-0,1,-0,0
CMR,-1,-0,-1,-0,-1,-0
ISL,-1,-0,-1,-1,-0,-0
MNE,-1,-0,-1,-0,-1,-0
SVK,-1,-0,-3,1,-1,0
UZB,2,-1,-1,4,-2,0
PAR,-1,-1,-2,-1,-1,-0
PHI,-1,-1,-2,1,-2,-0
TUR,-2,-1,-13,9,-5,4
BLR,-5,-2,-9,-2,-3,-1
BUL,-5,-3,-7,-3,-4,-2
USA,-42,-7,-179,95,-58,45
