Country,total,gold,TlLower,TlUpper,GLower,GUpper
CYP,2,1,2,3,1,1
ERI,2,1,-0,3,0,1
KOS,2,1,1,2,0,1
LUX,2,1,1,4,0,2
NGR,2,1,1,4,1,2
TJK,2,1,2,3,0,1
UAE,2,1,1,3,1,1
URU,2,1,1,2,0,1
CRC,1,1,-1,3,-0,2
KAZ,1,1,-4,7,-1,3
KSA,1,1,0,2,0,1
MRI,1,1,1,2,0,1
NOR,1,1,-4,7,-1,3
PER,1,1,-4,5,-1,3
QAT,1,1,0,1,0,1
RWA,1,1,0,2,0,1
LAT,0,1,-5,5,-1,3
ROU,4,0,-1,9,-2,2
NAM,2,-0,-1,4,-1,1
AFG,1,0,0,1,0,0
ALB,1,0,1,1,0,0
ANG,1,0,0,1,0,0
ANT,1,0,1,1,0,0
ARU,1,0,0,1,0,0
ASA,1,0,0,1,0,0
BAH,1,0,1,2,0,1
BAN,1,0,0,1,0,0
BAR,1,0,0,1,0,0
BDI,1,0,0,1,0,0
BEN,1,0,1,1,0,0
BER,1,-0,-0,1,-0,0
BIH,1,0,0,1,0,0
BOL,1,0,0,1,0,0
BOT,1,0,1,1,0,0
BRN,1,0,1,2,0,1
BRU,1,0,0,1,0,0
BUR,1,0,1,2,0,1
CAF,1,0,0,1,0,0
CAM,1,0,0,1,0,0
CAY,1,0,0,1,0,0
CGO,1,0,0,1,0,0
CHI,1,0,-0,3,-0,1
CIV,1,0,0,1,-0,0
COD,1,0,0,1,0,0
CPV,1,0,0,1,0,0
DJI,1,0,1,1,0,0
DOM,1,-0,-1,4,-1,1
ESA,1,0,0,1,0,0
FSM,1,0,0,1,0,0
GAB,1,0,1,1,0,0
GAM,1,0,0,1,0,0
GBS,1,0,0,1,0,0
GHA,1,0,1,1,0,0
GRN,1,0,1,1,0,0
GUI,1,0,1,1,0,0
GUM,1,0,0,1,0,0
GUY,1,0,0,1,0,0
HAI,1,0,1,1,0,0
ISV,1,0,0,1,0,0
JOR,1,0,0,1,-0,0
KIR,1,0,0,1,0,0
LAO,1,0,0,1,0,0
LBA,1,0,0,1,0,0
LBN,1,0,1,1,0,0
LCA,1,0,1,1,0,0
MAD,1,0,1,1,0,0
MAW,1,0,0,1,0,0
MDA,1,0,1,2,0,1
MDV,1,0,0,1,0,0
MHL,1,0,0,1,0,0
MKD,1,0,1,1,0,0
MLI,1,0,0,1,0,0
MON,1,0,0,1,0,0
MOZ,1,0,1,2,0,0
NEP,1,0,0,1,0,0
NIG,1,0,0,1,0,0
PAN,1,0,0,2,0,1
PLE,1,0,0,1,0,0
PLW,1,0,0,1,0,0
PNG,1,0,1,1,0,0
SCG,1,0,0,1,0,1
SEN,1,0,0,2,-0,0
SEY,1,0,0,1,0,0
SLE,1,0,0,1,0,0
SRI,1,0,1,1,0,0
SUD,1,0,0,1,0,0
SUR,1,0,0,1,0,0
SWZ,1,0,0,1,0,0
SYR,1,0,0,1,0,0
TGA,1,0,0,1,0,0
TKM,1,0,0,2,0,1
TLS,1,0,0,1,0,0
TOG,1,0,0,1,0,0
TTO,1,0,1,2,0,1
UGA,1,0,1,2,0,1
VAN,1,0,0,1,0,0
VIE,1,0,0,1,-0,0
VIN,1,0,0,1,0,0
YEM,1,0,0,1,0,0
ZIM,1,0,1,2,0,1
AHO,0,0,0,1,-0,0
AND,0,0,0,1,-0,0
ANZ,0,0,0,1,-0,0
BHU,0,0,0,1,-0,0
BIZ,0,0,0,1,-0,0
BOH,0,0,0,1,-0,0
CHA,0,0,0,1,-0,0
CMR,-0,-0,-1,0,-0,-0
COK,0,0,-0,0,-0,0
COM,0,0,0,1,0,0
CRT,0,0,0,1,-0,0
DMA,0,0,0,1,0,0
EUN,0,0,0,1,-0,0
FRG,0,0,0,1,-0,0
GDR,0,0,0,1,-0,0
GEQ,0,0,0,1,0,0
GUA,0,0,-0,1,0,0
HON,0,0,-0,0,-0,0
IOA,0,0,-0,0,-0,0
IRQ,0,0,0,1,-0,0
ISL,-0,-0,-1,0,-0,0
IVB,0,0,0,1,0,0
LBR,0,0,0,1,0,0
LES,0,0,0,1,0,0
LIB,0,0,0,1,-0,0
LIE,0,0,0,1,0,0
MAL,0,0,0,1,-0,0
MLT,0,0,0,1,0,0
MNE,0,0,-0,1,-0,0
MTN,0,0,0,1,-0,0
MYA,0,0,0,1,-0,0
NBO,0,0,0,1,-0,0
NCA,0,0,0,1,0,0
NFL,0,0,0,1,-0,0
NRU,0,0,0,1,-0,0
OMA,0,0,0,0,-0,0
PAK,0,0,0,1,0,0
RHO,0,0,0,1,-0,0
ROT,0,0,0,1,-0,0
SAA,0,0,0,1,-0,0
SAM,-0,0,-1,1,-0,0
SKN,0,0,0,1,0,0
SMR,-0,0,-0,0,-0,0
SOL,0,0,0,1,0,0
SOM,0,0,0,1,-0,0
SSD,0,0,0,1,-0,0
STP,-0,-0,-1,0,-0,0
TAN,0,0,0,1,0,0
TCH,0,0,0,1,-0,0
TUV,0,0,0,1,-0,0
UAR,0,0,0,1,-0,0
UNK,0,0,0,1,-0,0
URS,0,0,0,1,-0,0
VNM,0,0,0,1,-0,0
WIF,0,0,0,1,-0,0
YAR,0,0,0,1,-0,0
YMD,0,0,0,1,-0,0
YUG,0,0,0,1,-0,0
ZAM,0,-0,-0,0,-0,0
KUW,-1,-0,-1,-0,-0,0
PAR,-1,-0,-1,-1,-1,-0
SVK,-1,-0,-3,2,-1,1
LTU,-2,-0,-4,1,-1,1
BUL,-0,-1,-3,2,-2,-0
PHI,-0,-1,-2,2,-1,0
BLR,-2,-1,-6,2,-2,0
