Country,total,gold,TlLower,TlUpper,GLower,GUpper
DMA,0,0,0,1,-0,0
ESA,0,0,0,1,0,0
EUN,0,0,0,1,-0,0
FRG,0,0,0,1,-0,0
FSM,0,0,0,1,0,0
GAM,0,0,0,1,0,0
GDR,0,0,0,1,-0,0
GEQ,0,0,0,1,-0,0
HON,0,0,-0,0,-0,0
IOA,0,0,-0,0,-0,0
IRQ,0,0,0,1,-0,0
ISV,0,0,0,1,0,0
IVB,0,0,0,1,-0,0
KUW,-0,-0,-1,0,-0,0
LAO,0,0,0,1,0,0
LBA,0,0,0,1,0,0
LBR,0,0,0,1,0,0
LES,0,0,0,1,-0,0
LIB,0,0,0,1,-0,0
LIE,0,0,0,1,-0,0
MAL,0,0,0,1,-0,0
MAW,0,0,0,1,0,0
MDV,0,0,0,1,0,0
MHL,0,0,0,1,0,0
MLI,0,0,0,1,-0,0
MLT,0,0,0,1,-0,0
MNE,-0,-0,-1,0,-0,0
MTN,0,0,0,1,-0,0
MYA,0,0,0,1,-0,0
NBO,0,0,0,1,-0,0
NCA,0,0,0,1,-0,0
NFL,0,0,0,1,-0,0
NRU,0,0,0,1,-0,0
OMA,0,0,0,1,-0,0
PAK,0,0,0,1,-0,0
PLW,0,0,0,1,0,0
RHO,0,0,0,1,-0,0
ROT,0,0,0,1,-0,0
SAA,0,0,0,1,-0,0
SAM,0,0,-1,1,-0,0
SCG,0,0,-1,1,-0,0
SEN,0,-0,-0,1,-0,0
SEY,0,0,0,1,0,0
SKN,0,0,0,1,-0,0
SMR,0,0,-0,0,-0,0
SOL,0,0,0,1,-0,0
SOM,0,0,0,1,-0,0
SSD,0,0,0,1,-0,0
STP,-0,-0,-1,0,-0,0
SUR,0,0,0,1,0,0
SWZ,0,0,0,1,0,0
TAN,0,0,0,1,0,0
TCH,0,0,0,1,-0,0
TLS,0,0,0,1,0,0
TOG,0,0,0,1,0,0
TUV,0,0,0,1,-0,0
UAR,0,0,0,1,-0,0
UNK,0,0,0,1,-0,0
URS,0,0,0,1,-0,0
VIN,0,0,0,1,0,0
VNM,0,0,0,1,-0,0
WIF,0,0,0,1,-0,0
YAR,0,0,0,1,-0,0
YMD,0,0,0,1,-0,0
YUG,0,0,0,1,-0,0
ZAM,0,-0,0,1,-0,0
CMR,-1,-0,-1,-0,-0,-0
ISL,-1,-0,-1,-0,-0,-0
LTU,-1,0,-4,1,-1,1
PAR,-1,-0,-2,-1,-1,-0
PHI,-1,-1,-3,1,-2,-0
SVK,-1,-1,-3,1,-1,0
BUL,-3,-2,-5,-0,-3,-1
BLR,-4,-2,-8,-0,-3,-0
