Country,total,gold,TlLower,TlUpper,GLower,GUpper
NEP,1,0,0,1,0,0
NIG,1,0,0,1,0,0
PAN,1,0,1,2,0,1
PLE,1,0,1,1,0,0
PLW,1,0,0,1,0,0
PNG,1,0,1,1,0,0
SEN,1,0,-0,1,-0,0
SEY,1,0,0,1,0,0
SKN,1,0,0,1,0,0
SLE,1,0,0,1,0,0
SOL,1,0,0,1,0,0
SRI,1,0,1,1,0,0
SUD,1,0,0,1,0,0
SUR,1,0,0,1,0,0
SWZ,1,0,0,1,0,0
SYR,1,0,0,1,0,1
TAN,1,0,0,1,0,0
TGA,1,0,0,1,0,0
TKM,1,0,1,2,0,1
TLS,1,0,0,1,0,0
TOG,1,0,0,1,0,0
TTO,1,0,1,2,0,1
UGA,1,0,1,2,0,0
VAN,1,0,1,1,0,0
VIE,1,0,0,1,-0,0
VIN,1,0,0,1,0,0
YEM,1,0,0,1,0,0
ZIM,1,0,1,2,0,1
AHO,0,0,0,1,0,0
AND,0,0,0,1,0,0
ANZ,0,0,0,1,0,0
BIZ,0,0,0,1,0,0
BOH,0,0,0,1,0,0
CMR,-0,-0,-1,0,-0,-0
COK,0,0,-0,1,-0,0
CRT,0,0,0,1,0,0
EUN,0,0,0,1,0,0
FRG,0,0,0,1,0,0
GDR,0,0,0,1,0,0
GUA,0,0,-0,1,0,0
HON,0,0,0,1,-0,0
IOA,0,0,-0,0,-0,0
IRQ,0,0,0,1,0,0
ISL,-0,-0,-1,0,-0,0
LIB,0,0,0,1,0,0
MAL,0,0,0,1,0,0
MNE,0,0,-0,0,-0,0
MTN,0,0,0,1,0,0
MYA,0,0,0,1,0,0
NBO,0,0,0,1,0,0
NFL,0,0,0,1,0,0
NRU,0,0,0,1,0,0
OMA,0,0,0,1,0,0
PAK,0,0,0,1,0,0
RHO,0,0,0,1,0,0
ROT,0,0,0,1,0,0
SAA,0,0,0,1,0,0
SAM,0,0,-1,1,-0,0
SCG,0,0,-0,1,0,1
SMR,-0,-0,-0,0,-0,0
SOM,0,0,0,1,0,0
SSD,0,0,0,1,0,0
STP,-0,-0,-1,0,-0,0
TCH,0,0,0,1,0,0
TUV,0,0,0,1,0,0
UAR,0,0,0,1,0,0
UNK,0,0,0,1,0,0
URS,0,0,0,1,0,0
VNM,0,0,0,1,0,0
WIF,0,0,0,1,0,0
YAR,0,0,0,1,0,0
YMD,0,0,0,1,0,0
YUG,0,0,0,1,0,0
ZAM,0,0,0,1,-0,0
KUW,-1,-0,-1,-0,-0,0
PAR,-1,-0,-1,-1,-1,-0
PHI,-0,-1,-3,2,-2,0
SVK,-1,-1,-4,2,-2,0
LTU,-3,-1,-6,-0,-2,0
BUL,-1,-2,-4,1,-3,-1
BLR,-4,-2,-7,0,-3,-0
