Country,total,gold,TlLower,TlUpper,GLower,GUpper
EGY,3,-1,-1,7,-3,1
PHI,3,-1,2,5,-1,0
QAT,2,1,1,3,1,2
TPE,2,1,-0,4,-0,2
BUL,2,0,0,4,-0,1
GUA,2,-0,1,2,-0,0
KUW,2,0,2,3,0,1
PER,2,0,0,3,-0,1
SMR,2,0,1,2,-0,0
DOM,2,-1,1,4,-1,0
AIN,1,6,-2,5,4,8
MRI,1,1,0,1,0,1
ALB,1,0,1,1,-0,0
BAH,1,0,0,1,0,0
BOT,1,0,0,1,0,0
BRN,1,-0,0,1,-0,0
GHA,1,0,0,1,0,0
JOR,1,0,-0,1,-0,1
KSA,1,0,1,1,0,1
MDA,1,-0,1,2,-0,0
MOZ,1,0,1,1,0,1
NAM,1,0,-0,2,-0,1
SYR,1,0,0,1,0,0
TJK,1,0,0,1,0,1
UAE,1,0,-0,1,0,1
UGA,1,0,1,1,0,1
URU,1,0,1,2,0,1
ARG,1,-2,-3,6,-5,-0
NOR,-0,3,-4,4,1,5
ERI,0,1,-1,1,0,1
LUX,-0,1,-1,1,0,2
AFG,-0,0,-0,0,-0,0
AHO,-0,-0,-0,0,-0,-0
AND,-0,-0,-0,0,-0,-0
ANG,0,-0,-0,0,-0,0
ANT,0,0,0,0,-0,0
ANZ,-0,-0,-0,0,-0,-0
ARU,0,0,0,1,-0,0
ASA,0,0,-0,0,-0,0
BAN,0,0,-0,1,0,1
BAR,0,-0,-0,0,-0,0
BDI,0,0,-0,0,-0,0
BEN,-0,-0,-0,0,-0,0
BHU,-0,0,-0,0,-0,0
BIH,-0,-0,-0,0,-0,0
BIZ,-0,-0,-0,0,-0,-0
BOH,-0,-0,-0,0,-0,-0
BOL,-0,0,-0,0,-0,0
BRU,-0,-0,-0,0,-0,0
BUR,-0,0,-0,0,-0,0
CAF,-0,-0,-0,0,-0,0
CAM,-0,0,-0,0,-0,0
CAY,-0,0,-0,0,-0,0
CGO,-0,-0,-0,0,-0,0
CHA,-0,0,-0,0,-0,0
CIV,0,-0,-1,1,-1,0
COD,0,0,0,1,0,0
COK,-0,-0,-1,-0,-0,-0
COM,-0,-0,-0,0,-0,0
CPV,0,0,0,1,0,0
CRT,-0,-0,-0,0,-0,-0
DJI,-0,-0,-0,0,-0,0
DMA,-0,-0,-0,0,-0,0
ESA,-0,-0,-0,0,-0,0
EUN,-0,-0,-0,0,-0,-0
FRG,-0,-0,-0,0,-0,-0
FSM,-0,-0,-0,0,-0,0
GAB,-0,-0,-0,0,-0,0
GAM,-0,-0,-0,0,-0,0
GBS,-0,-0,-0,0,-0,-0
GDR,-0,-0,-0,0,-0,-0
GEQ,-0,-0,-0,0,-0,0
GRN,0,0,0,0,-0,0
GUI,-0,-0,-0,0,-0,0
GUM,-0,-0,-0,0,-0,-0
GUY,-0,0,-0,0,-0,0
HAI,-0,0,-0,0,-0,0
HON,-0,-0,-0,-0,-0,-0
IOA,0,-0,0,1,-0,0
IRQ,-0,-0,-0,0,-0,-0
ISV,-0,-0,-0,0,-0,0
IVB,-0,-0,-0,0,-0,-0
KIR,-0,-0,-0,0,-0,-0
LAO,-0,0,-0,0,-0,0
LBA,-0,-0,-0,0,-0,0
LBR,-0,-0,-0,0,-0,0
LCA,0,0,0,1,-0,0
LES,-0,-0,-0,0,-0,-0
LIB,-0,-0,-0,0,-0,-0
LIE,-0,-0,-0,0,-0,0
MAD,-0,-0,-0,0,-0,-0
MAL,-0,-0,-0,0,-0,-0
MAW,-0,-0,-0,0,-0,0
MDV,-0,0,-0,0,-0,0
MHL,-0,0,-0,0,-0,0
MKD,0,-0,0,1,-0,0
MLI,-0,-0,-0,0,-0,0
MLT,0,-0,-0,0,-0,0
MNE,-0,0,-1,0,-0,0
MON,-0,-0,-0,0,-0,-0
MTN,-0,-0,-0,0,-0,-0
MYA,-0,-0,-0,0,-0,-0
NBO,-0,-0,-0,0,-0,-0
NCA,0,0,-0,0,-0,0
NEP,0,-0,-0,0,-0,0
NFL,-0,-0,-0,0,-0,-0
NIG,-0,-0,-1,1,-0,0
NRU,-0,-0,-0,0,-0,-0
OMA,0,-0,-0,0,-0,0
PAK,0,0,0,1,-0,0
PAN,0,0,0,1,0,1
PLE,-0,-0,-0,0,-0,0
PLW,-0,0,-0,0,-0,0
PNG,0,-0,-0,1,-0,0
RHO,-0,-0,-0,0,-0,-0
ROT,-0,-0,-0,0,-0,-0
RWA,0,0,-1,1,0,1
SAA,-0,-0,-0,0,-0,-0
SEN,-0,-0,-1,0,-0,0
SEY,-0,-0,-0,0,-0,0
SKN,-0,-0,-0,0,-0,-0
SLE,-0,-0,-0,0,-0,0
SOL,-0,-0,-0,0,-0,0
SOM,-0,-0,-0,0,-0,-0
SRI,0,0,-0,0,-0,0
SSD,-0,-0,-0,0,-0,-0
SUD,0,0,-0,0,-0,0
SUR,-0,-0,-0,0,-0,0
SWZ,-0,0,-0,0,-0,0
TAN,-0,-0,-0,0,-0,0
TCH,-0,-0,-0,0,-0,-0
TGA,0,0,-0,1,-0,0
TKM,-0,-0,-1,0,-1,-0
TLS,-0,-0,-0,0,-0,0
TOG,-0,-0,-0,0,-0,0
TTO,0,-0,-0,1,-0,0
TUV,-0,-0,-0,0,-0,-0
UAR,-0,-0,-0,0,-0,-0
UNK,-0,-0,-0,0,-0,-0
URS,-0,-0,-0,0,-0,-0
VAN,-0,-0,-0,0,-0,0
VEN,0,0,-1,1,-0,1
VIN,-0,0,-0,0,-0,0
VNM,-0,-0,-0,0,-0,-0
WIF,-0,-0,-0,0,-0,-0
YAR,-0,-0,-0,0,-0,-0
YEM,0,-0,-0,0,-0,0
YMD,-0,-0,-0,0,-0,-0
YUG,-0,-0,-0,0,-0,-0
ZAM,0,-0,-0,0,-0,0
ZIM,0,0,-0,1,0,1
SAM,-0,-1,-1,0,-1,-0
SCG,-0,-1,-2,1,-2,-0
SVK,-0,-1,-2,2,-2,-0
KAZ,-0,-4,-4,4,-6,-2
BER,-1,-0,-2,-0,-1,0
CRC,-1,0,-2,0,-0,1
EOR,-1,-0,-4,1,-2,1
ISL,-1,-0,-1,-0,-1,-0
KOS,-1,-0,-1,-0,-1,-0
LBN,-1,-0,-1,-0,-0,-0
CMR,-1,-1,-1,-0,-1,-0
PAR,-1,-1,-2,-0,-1,-0
STP,-1,-1,-1,-1,-1,-0
COL,-2,-2,-7,4,-5,1
LTU,-2,-4,-5,1,-5,-2
BLR,-5,-0,-8,-3,-2,1
LAT,-5,0,-7,-2,-1,2
POL,-6,-6,-14,2,-9,-2
RUS,-6,-6,-12,0,-9,-3
SRB,-7,-2,-12,-2,-4,1
CHI,-7,-3,-9,-5,-4,-2
CZE,-9,-6,-13,-4,-9,-4
