Country,total,gold,TlLower,TlUpper,GLower,GUpper
ERI,1,0,-0,2,-0,1
KSA,1,0,0,1,0,0
MKD,1,0,0,1,-0,0
MOZ,1,0,0,1,-0,0
PER,1,0,-1,4,-1,1
QAT,1,0,1,2,0,1
SMR,1,0,1,2,0,1
TKM,1,0,0,1,0,0
UGA,1,0,1,1,0,1
URU,1,0,1,1,0,0
AFG,0,-0,-0,0,-0,0
AHO,-0,-0,-0,0,-0,-0
ALB,0,-0,0,1,-0,0
AND,-0,-0,-0,0,-0,-0
ANG,0,0,-0,1,-0,0
ANT,0,-0,-0,0,-0,0
ANZ,-0,-0,-0,0,-0,-0
ARU,0,0,0,1,-0,0
ASA,0,-0,-0,0,-0,0
BAN,0,-0,-0,0,-0,-0
BAR,0,-0,-0,0,-0,0
BDI,0,-0,-0,0,-0,0
BEN,0,-0,-0,0,-0,0
BHU,-0,-0,-0,0,-0,-0
BIH,0,-0,-0,0,-0,0
BIZ,-0,-0,-0,0,-0,-0
BOH,-0,-0,-0,0,-0,-0
BOL,-0,-0,-0,0,-0,-0
BRU,-0,-0,-0,0,-0,-0
CAF,-0,-0,-0,0,-0,-0
CAM,-0,-0,-0,0,-0,-0
CAY,-0,-0,-0,0,-0,-0
CGO,-0,-0,-0,0,-0,-0
CHA,-0,-0,-0,0,-0,-0
CMR,0,-0,-0,1,-0,-0
COD,-0,-0,-0,0,-0,-0
COK,-0,-0,-0,0,-0,-0
COM,-0,-0,-0,0,-0,-0
CPV,-0,-0,-0,0,-0,-0
CRC,-0,-0,-1,1,-1,0
CRT,-0,-0,-0,0,-0,-0
DJI,0,0,-0,0,-0,0
DMA,-0,-0,-0,0,-0,-0
ESA,-0,-0,-0,0,-0,-0
EUN,-0,-0,-0,0,-0,-0
FRG,-0,-0,-0,0,-0,-0
FSM,-0,-0,-0,0,-0,-0
GAB,0,0,0,0,-0,0
GAM,-0,-0,-0,0,-0,-0
GBS,0,-0,-0,0,-0,0
GDR,-0,-0,-0,0,-0,-0
GEQ,-0,-0,-0,0,-0,-0
GHA,0,-0,-0,0,-0,-0
GRN,0,0,0,1,0,0
GUI,0,0,0,0,-0,0
GUM,0,-0,-0,0,-0,0
GUY,-0,-0,-0,0,-0,-0
HAI,0,-0,-0,0,-0,0
HON,-0,-0,-0,0,-0,-0
IOA,0,0,0,1,-0,0
IRQ,-0,-0,-0,0,-0,-0
ISV,-0,-0,-0,0,-0,-0
IVB,-0,-0,-0,0,-0,-0
JOR,0,0,-0,1,-0,0
KIR,0,-0,-0,0,-0,0
LAO,-0,-0,-0,0,-0,-0
LBA,-0,-0,-0,0,-0,-0
LBN,-0,-0,-0,0,-0,-0
LBR,0,-0,-0,0,-0,-0
LCA,0,0,0,1,-0,0
LES,-0,-0,-0,0,-0,-0
LIB,-0,-0,-0,0,-0,-0
LIE,-0,-0,-0,0,-0,-0
LUX,0,-0,-1,1,-0,0
MAD,0,0,-0,0,-0,0
MAL,-0,-0,-0,0,-0,-0
MAW,-0,-0,-0,0,-0,-0
MDV,-0,-0,-0,0,-0,-0
MHL,-0,-0,-0,0,-0,-0
MLI,0,-0,-0,0,-0,0
MLT,0,-0,-0,0,-0,0
MON,0,-0,-0,0,-0,0
MRI,0,-0,-0,1,-0,0
MTN,-0,-0,-0,0,-0,-0
MYA,-0,-0,-0,0,-0,-0
NBO,-0,-0,-0,0,-0,-0
NCA,0,-0,-0,0,-0,0
NEP,0,0,0,0,-0,0
NFL,-0,-0,-0,0,-0,-0
NIG,0,0,0,1,-0,0
NOR,0,-0,-3,4,-2,1
NRU,-0,-0,-0,0,-0,-0
OMA,0,-0,-0,0,-0,0
PAK,0,0,0,1,0,0
PAN,0,-0,-0,1,-0,0
PAR,-0,-0,-1,0,-1,-0
PHI,0,-0,-1,2,-1,0
PLE,0,-0,-0,0,-0,0
PLW,-0,-0,-0,0,-0,-0
PNG,0,0,0,1,-0,0
RHO,-0,-0,-0,0,-0,-0
ROT,-0,-0,-0,0,-0,-0
RWA,0,-0,-0,1,-0,0
SAA,-0,-0,-0,0,-0,-0
SAM,0,0,-0,1,-0,0
SEY,-0,-0,-0,0,-0,-0
SKN,-0,-0,-0,0,-0,-0
SLE,0,-0,-0,0,-0,0
SOL,-0,-0,-0,0,-0,-0
SOM,-0,-0,-0,0,-0,-0
SRI,0,0,-0,0,-0,0
SSD,-0,-0,-0,0,-0,-0
STP,-0,-0,-1,0,-0,0
SUD,0,-0,-0,0,-0,0
SUR,-0,-0,-0,0,-0,-0
SWZ,-0,-0,-0,0,-0,-0
SYR,0,-0,-0,0,-0,0
TAN,-0,-0,-0,0,-0,-0
TCH,-0,-0,-0,0,-0,-0
TGA,-0,-0,-0,0,-0,-0
TLS,-0,-0,-0,0,-0,-0
TOG,-0,-0,-0,0,-0,-0
TUV,-0,-0,-0,0,-0,-0
UAR,-0,-0,-0,0,-0,-0
UNK,-0,-0,-0,0,-0,-0
URS,-0,-0,-0,0,-0,-0
VAN,-0,-0,-0,0,-0,0
VIN,-0,-0,-0,0,-0,-0
VNM,-0,-0,-0,0,-0,-0
WIF,-0,-0,-0,0,-0,-0
YAR,-0,-0,-0,0,-0,-0
YEM,0,0,0,0,-0,0
YMD,-0,-0,-0,0,-0,-0
YUG,-0,-0,-0,0,-0,-0
ZAM,0,-0,0,1,-0,0
ZIM,0,0,-0,0,-0,0
BER,-1,-0,-2,-0,-1,-0
ISL,-1,-0,-2,-1,-1,-0
MNE,-1,-0,-1,-1,-0,-0
SEN,-1,-0,-1,-0,-1,-0
AIN,-2,-0,-6,2,-2,2
CZE,3,-1,-0,5,-2,0
BUL,-3,-1,-5,-1,-2,-1
BLR,-4,-1,-7,-2,-2,-0
CHI,-3,-2,-5,-2,-2,-1
