sport,country,total,gold
"Archery",KEN,0,0
"Archery",KSA,0,0
"Archery",LAO,0,0
"Archery",LBA,0,0
"Archery",LUX,0,0
"Archery",MAR,0,0
"Archery",MAS,0,0
"Archery",MAW,0,0
"Archery",MDA,0,0
"Archery",MEX,0,0
"Archery",MGL,0,0
"Archery",MLT,0,0
"Archery",MON,0,0
"Archery",MRI,0,0
"Archery",MYA,0,0
"Archery",NEP,0,0
"Archery",NOR,0,0
"Archery",NZL,0,0
"Archery",PHI,0,0
"Archery",POR,0,0
"Archery",PRK,0,0
"Archery",PUR,0,0
"Archery",QAT,0,0
"Archery",ROC,0,0
"Archery",ROU,0,0
"Archery",RSA,0,0
"Archery",RUS,0,0
"Archery",SAM,0,0
"Archery",SLO,0,0
"Archery",SMR,0,0
"Archery",SOL,0,0
"Archery",SUI,0,0
"Archery",SVK,0,0
"Archery",TCH,0,0
"Archery",TGA,0,0
"Archery",THA,0,0
"Archery",TJK,0,0
"Archery",TUN,0,0
"Archery",TUR,0,0
"Archery",UGA,0,0
"Archery",UZB,0,0
"Archery",VAN,0,0
"Archery",VEN,0,0
"Archery",VIE,0,0
"Archery",YUG,0,0
"Archery",ZIM,0,0
"Art Competitions",ARG,0,0
"Art Competitions",AUS,0,0
"Art Competitions",AUT,0,0
"Art Competitions",BEL,0,0
"Art Competitions",BOH,0,0
"Art Competitions",BOL,0,0
"Art Competitions",BRA,0,0
"Art Competitions",BUL,0,0
"Art Competitions",CAN,0,0
"Art Competitions",CHN,0,0
"Art Competitions",COL,0,0
"Art Competitions",CUB,0,0
"Art Competitions",DEN,0,0
"Art Competitions",EGY,0,0
"Art Competitions",ESA,0,0
"Art Competitions",ESP,0,0
"Art Competitions",FIN,0,0
"Art Competitions",FRA,0,0
"Art Competitions",GBR,0,0
"Art Competitions",GER,0,0
"Art Competitions",GRE,0,0
"Art Competitions",GUA,0,0
"Art Competitions",HAI,0,0
"Art Competitions",HUN,0,0
"Art Competitions",IND,0,0
"Art Competitions",IRL,0,0
"Art Competitions",ISL,0,0
"Art Competitions",ITA,0,0
"Art Competitions",JPN,0,0
"Art Competitions",LAT,0,0
"Art Competitions",LUX,0,0
"Art Competitions",MEX,0,0
"Art Competitions",MON,0,0
"Art Competitions",NED,0,0
"Art Competitions",NOR,0,0
"Art Competitions",PER,0,0
"Art Competitions",PHI,0,0
"Art Competitions",POL,0,0
"Art Competitions",POR,0,0
"Art Competitions",ROU,0,0
"Art Competitions",RSA,0,0
"Art Competitions",RUS,0,0
"Art Competitions",SUI,0,0
"Art Competitions",SWE,0,0
"Art Competitions",TCH,0,0
"Art Competitions",TUR,0,0
"Art Competitions",UNK,0,0
"Art Competitions",URU,0,0
"Art Competitions",USA,0,0
"Art Competitions",VEN,0,0
"Art Competitions",YUG,0,0
"Artistic Gymnastics",ALB,0,0
"Artistic Gymnastics",ALG,0,0
"Artistic Gymnastics",ARG,0,0
"Artistic Gymnastics",ARM,0,0
"Artistic Gymnastics",AUS,0,0
"Artistic Gymnastics",AUT,0,0
"Artistic Gymnastics",AZE,0,0
"Artistic Gymnastics",BEL,0,0
"Artistic Gymnastics",BLR,0,0
"Artistic Gymnastics",BRA,0,0
"Artistic Gymnastics",BUL,0,0
"Artistic Gymnastics",CAN,0,0
"Artistic Gymnastics",CAY,0,0
"Artistic Gymnastics",CHI,0,0
"Artistic Gymnastics",CHN,0,0
"Artistic Gymnastics",COL,0,0
"Artistic Gymnastics",CRC,0,0
"Artistic Gymnastics",CRO,0,0
"Artistic Gymnastics",CUB,0,0
"Artistic Gymnastics",CYP,0,0
"Artistic Gymnastics",CZE,0,0
"Artistic Gymnastics",DOM,0,0
"Artistic Gymnastics",EGY,0,0
"Artistic Gymnastics",ESP,0,0
"Artistic Gymnastics",FRA,0,0
"Artistic Gymnastics",GBR,0,0
"Artistic Gymnastics",GER,0,0
"Artistic Gymnastics",GRE,0,0
"Artistic Gymnastics",HAI,0,0
"Artistic Gymnastics",HKG,0,0
"Artistic Gymnastics",HUN,0,0
"Artistic Gymnastics",INA,0,0
"Artistic Gymnastics",IND,0,0
"Artistic Gymnastics",IRI,0,0
"Artistic Gymnastics",IRL,0,0
"Artistic Gymnastics",ISR,0,0
"Artistic Gymnastics",ITA,0,0
"Artistic Gymnastics",JAM,0,0
"Artistic Gymnastics",JOR,0,0
"Artistic Gymnastics",JPN,0,0
"Artistic Gymnastics",KAZ,0,0
"Artistic Gymnastics",KOR,0,0
"Artistic Gymnastics",LTU,0,0
"Artistic Gymnastics",MAS,0,0
"Artistic Gymnastics",MEX,0,0
"Artistic Gymnastics",NED,0,0
"Artistic Gymnastics",NGR,0,0
"Artistic Gymnastics",NOR,0,0
"Artistic Gymnastics",NZL,0,0
"Artistic Gymnastics",PAN,0,0
"Artistic Gymnastics",PER,0,0
"Artistic Gymnastics",PHI,0,0
"Artistic Gymnastics",POL,0,0
"Artistic Gymnastics",POR,0,0
"Artistic Gymnastics",PRK,0,0
"Artistic Gymnastics",ROC,0,0
"Artistic Gymnastics",ROU,0,0
"Artistic Gymnastics",RSA,0,0
"Artistic Gymnastics",SGP,0,0
"Artistic Gymnastics",SLO,0,0
"Artistic Gymnastics",SRI,0,0
"Artistic Gymnastics",SUI,0,0
"Artistic Gymnastics",SVK,0,0
"Artistic Gymnastics",SWE,0,0
"Artistic Gymnastics",SYR,0,0
"Artistic Gymnastics",TPE,0,0
"Artistic Gymnastics",TUR,0,0
"Artistic Gymnastics",UKR,0,0
"Artistic Gymnastics",USA,0,0
"Artistic Gymnastics",UZB,0,0
"Artistic Gymnastics",VIE,0,0
"Artistic Swimming",AUS,0,0
"Artistic Swimming",AUT,0,0
"Artistic Swimming",BLR,0,0
"Artistic Swimming",CAN,0,0
"Artistic Swimming",CHN,0,0
"Artistic Swimming",COL,0,0
"Artistic Swimming",EGY,0,0
"Artistic Swimming",ESP,0,0
"Artistic Swimming",FRA,0,0
"Artistic Swimming",GBR,0,0
"Artistic Swimming",GRE,0,0
"Artistic Swimming",ISR,0,0
"Artistic Swimming",ITA,0,0
"Artistic Swimming",JPN,0,0
"Artistic Swimming",KAZ,0,0
"Artistic Swimming",KOR,0,0
"Artistic Swimming",LIE,0,0
"Artistic Swimming",MEX,0,0
"Artistic Swimming",NED,0,0
"Artistic Swimming",NZL,0,0
"Artistic Swimming",ROC,0,0
"Artistic Swimming",RSA,0,0
"Artistic Swimming",UKR,0,0
"Artistic Swimming",USA,0,0
"Athletics",USA,1,223.45773956125
"Athletics",URS,0.686995371916875,92.6175235385762
"Athletics",GDR,0.651537794190768,91.2035155456208
"Athletics",GBR,0.402135616154855,41.8259191572279
"Athletics",JAM,0.246412456942139,11.6540700779831
"Athletics",RUS,0.224321621023818,33.1604084321476
"Athletics",KEN,0.222500283384411,31.8813518317513
"Athletics",FRG,0.204092572042711,15.5735003295979
"Athletics",CUB,0.16232596679104,26.8505220935906
"Athletics",ROU,0.158683184262827,14.9003097173829
"Athletics",ITA,0.14146099250915,27.4257356009323
"Athletics",POL,0.137554098275329,33.3834940099242
"Athletics",EUN,0.124115881803338,20.3488372093023
"Athletics",AUS,0.11425651719069,8.80274874177313
"Athletics",ETH,0.107943707750878,31.7136360142321
"Athletics",GER,0.10643405020286,25.706189805027
"Athletics",BUL,0.105813670039316,14.9494461994462
"Athletics",FIN,0.105536312503776,21.4491950772439
"Athletics",CAN,0.0866179313835852,8.58879492600423
"Athletics",ESP,0.081352155161001,5.81395348837209
"Athletics",FRA,0.0652074956314494,17.8568628830966
"Athletics",NGR,0.0642255931785977,5.61868686868687
"Athletics",MAR,0.0635031843176435,17.4155108046819
"Athletics",CHN,0.0608696955115707,13.9604462215686
"Athletics",BRA,0.0588852261077213,3.04878048780488
"Athletics",GRE,0.058281947098379,11.1195371306595
"Athletics",TCH,0.0554890462109958,8.79014396456257
"Athletics",RSA,0.0552655602041609,2.84090909090909
"Athletics",SWE,0.0548567168377433,14.3714613823309
"Athletics",POR,0.0534183563258188,8.86588005490444
"Athletics",MEX,0.0512207936804506,9.47593935398814
"Athletics",UKR,0.0491310068794704,2.84090909090909
"Athletics",BLR,0.0463935786028565,8.27294685990338
"Athletics",BEL,0.0436947967708243,0
"Athletics",NAM,0.0359772322590233,0
"Athletics",TAN,0.0336468371758458,0
"Athletics",CZE,0.0324704973472339,8.33607817303469
"Athletics",BAH,0.0271961336731299,8.27294685990338
"Athletics",NOR,0.0268190986952904,8.33607817303469
"Athletics",TTO,0.0261458324596276,3.37837837837838
"Athletics",JPN,0.0254047880461824,8.21256038647343
"Athletics",NZL,0.0233584297003214,3.37837837837838
"Athletics",DEN,0.0229190835831091,0
"Athletics",ALG,0.0204478609660794,8.52566361287291
"Athletics",IRL,0.0201085869707319,0
"Athletics",SUI,0.0183093931270026,0
"Athletics",NED,0.0176644871017384,5.95575723199092
"Athletics",LAT,0.0170856524121688,0
"Athletics",SLO,0.0144698576084949,0
"Athletics",AUT,0.0140931232807947,0
"Athletics",CIV,0.0117730813149736,0
"Athletics",HUN,0.00981537190476032,6.21928746928747
"Athletics",SEN,0.00980446771804356,0
"Athletics",LTU,0.00973839146343021,8.40214582631165
"Athletics",KOR,0.00899891441011108,2.90697674418605
"Athletics",ZAM,0.0086364264375546,0
"Athletics",KSA,0.0083355056557583,0
"Athletics",SRI,0.0083355056557583,0
"Athletics",DJI,0.00653631181202903,0
"Athletics",COL,0.00623479312797142,0
"Athletics",QAT,0.00623479312797142,0
"Athletics",EST,0.00614215360263509,2.77777777777778
"Athletics",KAZ,0.00614215360263509,2.77777777777778
"Athletics",MOZ,0.00606634005673115,2.77777777777778
"Athletics",ERI,0.00583343117094033,0
"Athletics",TUR,0.00583343117094033,0
"Athletics",UGA,0.00575761762503641,0
"Athletics",BAR,0.00555700377050551,0
"Athletics",ISL,0.00555700377050551,0
"Athletics",BDI,0.000327137365058888,2.84090909090909
"Athletics",ECU,0.000327137365058888,2.84090909090909
"Athletics",SYR,0.000327137365058888,2.84090909090909
"Athletics",CMR,0.000317034302768496,2.71739130434783
"Athletics",DOM,0.000317034302768496,2.71739130434783
"Athletics",AFG,0,0
"Athletics",AHO,0,0
"Athletics",ALB,0,0
"Athletics",AND,0,0
"Athletics",ANG,0,0
"Athletics",ANT,0,0
"Athletics",ANZ,0,0
"Athletics",ARG,0,0
"Athletics",ARM,0,0
"Athletics",ARU,0,0
"Athletics",ASA,0,0
"Athletics",AZE,0,0
"Athletics",BAN,0,0
"Athletics",BEN,0,0
"Athletics",BER,0,0
"Athletics",BHU,0,0
"Athletics",BIH,0,0
"Athletics",BIZ,0,0
"Athletics",BOH,0,0
"Athletics",BOL,0,0
"Athletics",BOT,0,0
"Athletics",BRN,0,0
"Athletics",BRU,0,0
"Athletics",BUR,0,0
"Athletics",CAF,0,0
"Athletics",CAM,0,0
"Athletics",CAY,0,0
"Athletics",CGO,0,0
"Athletics",CHA,0,0
"Athletics",CHI,0,0
"Athletics",COD,0,0
"Athletics",COK,0,0
"Athletics",COM,0,0
"Athletics",CPV,0,0
"Athletics",CRC,0,0
"Athletics",CRO,0,0
"Athletics",CRT,0,0
"Athletics",CYP,0,0
"Athletics",DMA,0,0
"Athletics",EGY,0,0
"Athletics",EOR,0,0
"Athletics",ESA,0,0
"Athletics",FIJ,0,0
"Athletics",FSM,0,0
"Athletics",GAB,0,0
"Athletics",GAM,0,0
"Athletics",GBS,0,0
"Athletics",GEO,0,0
"Athletics",GEQ,0,0
"Athletics",GHA,0,0
"Athletics",GRN,0,0
"Athletics",GUA,0,0
"Athletics",GUI,0,0
"Athletics",GUM,0,0
"Athletics",GUY,0,0
"Athletics",HAI,0,0
"Athletics",HKG,0,0
"Athletics",HON,0,0
"Athletics",INA,0,0
"Athletics",IND,0,0
"Athletics",IOA,0,0
"Athletics",IRI,0,0
"Athletics",IRQ,0,0
"Athletics",ISR,0,0
"Athletics",ISV,0,0
"Athletics",IVB,0,0
"Athletics",JOR,0,0
"Athletics",KGZ,0,0
"Athletics",KIR,0,0
"Athletics",KOS,0,0
"Athletics",KUW,0,0
"Athletics",LAO,0,0
"Athletics",LBA,0,0
"Athletics",LBN,0,0
"Athletics",LBR,0,0
"Athletics",LCA,0,0
"Athletics",LES,0,0
"Athletics",LIB,0,0
"Athletics",LIE,0,0
"Athletics",LUX,0,0
"Athletics",MAD,0,0
"Athletics",MAL,0,0
"Athletics",MAS,0,0
"Athletics",MAW,0,0
"Athletics",MDA,0,0
"Athletics",MDV,0,0
"Athletics",MGL,0,0
"Athletics",MHL,0,0
"Athletics",MKD,0,0
"Athletics",MLI,0,0
"Athletics",MLT,0,0
"Athletics",MNE,0,0
"Athletics",MON,0,0
"Athletics",MRI,0,0
"Athletics",MTN,0,0
"Athletics",MYA,0,0
"Athletics",NBO,0,0
"Athletics",NCA,0,0
"Athletics",NEP,0,0
"Athletics",NFL,0,0
"Athletics",NIG,0,0
"Athletics",NRU,0,0
"Athletics",OMA,0,0
"Athletics",PAK,0,0
"Athletics",PAN,0,0
"Athletics",PAR,0,0
"Athletics",PER,0,0
"Athletics",PHI,0,0
"Athletics",PLE,0,0
"Athletics",PLW,0,0
"Athletics",PNG,0,0
"Athletics",PRK,0,0
"Athletics",PUR,0,0
"Athletics",RHO,0,0
"Athletics",ROC,0,0
"Athletics",ROT,0,0
"Athletics",RWA,0,0
"Athletics",SAA,0,0
"Athletics",SAM,0,0
"Athletics",SCG,0,0
"Athletics",SEY,0,0
"Athletics",SGP,0,0
"Athletics",SKN,0,0
"Athletics",SLE,0,0
"Athletics",SMR,0,0
"Athletics",SOL,0,0
"Athletics",SOM,0,0
"Athletics",SRB,0,0
"Athletics",SSD,0,0
"Athletics",STP,0,0
"Athletics",SUD,0,0
"Athletics",SUR,0,0
"Athletics",SVK,0,0
"Athletics",SWZ,0,0
"Athletics",TGA,0,0
"Athletics",THA,0,0
"Athletics",TJK,0,0
"Athletics",TKM,0,0
"Athletics",TLS,0,0
"Athletics",TOG,0,0
"Athletics",TPE,0,0
"Athletics",TUN,0,0
"Athletics",TUV,0,0
"Athletics",UAE,0,0
"Athletics",UAR,0,0
"Athletics",URU,0,0
"Athletics",UZB,0,0
"Athletics",VAN,0,0
"Athletics",VEN,0,0
"Athletics",VIE,0,0
"Athletics",VIN,0,0
"Athletics",VNM,0,0
"Athletics",WIF,0,0
"Athletics",YAR,0,0
"Athletics",YEM,0,0
"Athletics",YMD,0,0
"Athletics",YUG,0,0
"Athletics",ZIM,0,0
"Badminton",ALG,0,0
"Badminton",AUS,0,0
"Badminton",AUT,0,0
"Badminton",AZE,0,0
"Badminton",BEL,0,0
"Badminton",BLR,0,0
"Badminton",BRA,0,0
"Badminton",BRU,0,0
"Badminton",BUL,0,0
"Badminton",CAN,0,0
"Badminton",CHN,0,0
"Badminton",CUB,0,0
"Badminton",CZE,0,0
"Badminton",DEN,0,0
"Badminton",EGY,0,0
"Badminton",EOR,0,0
"Badminton",ESA,0,0
"Badminton",ESP,0,0
"Badminton",EST,0,0
"Badminton",EUN,0,0
"Badminton",FIN,0,0
"Badminton",FRA,0,0
"Badminton",GBR,0,0
"Badminton",GER,0,0
"Badminton",GRE,0,0
"Badminton",GUA,0,0
"Badminton",HKG,0,0
"Badminton",HUN,0,0
"Badminton",INA,0,0
"Badminton",IND,0,0
"Badminton",IRI,0,0
"Badminton",IRL,0,0
"Badminton",ISL,0,0
"Badminton",ISR,0,0
"Badminton",ITA,0,0
"Badminton",JAM,0,0
"Badminton",JPN,0,0
"Badminton",KAZ,0,0
"Badminton",KOR,0,0
"Badminton",LTU,0,0
"Badminton",MAS,0,0
"Badminton",MDV,0,0
"Badminton",MEX,0,0
"Badminton",MLT,0,0
"Badminton",MRI,0,0
"Badminton",MYA,0,0
"Badminton",NED,0,0
"Badminton",NEP,0,0
"Badminton",NGR,0,0
"Badminton",NOR,0,0
"Badminton",NZL,0,0
"Badminton",PAK,0,0
"Badminton",PER,0,0
"Badminton",PHI,0,0
"Badminton",POL,0,0
"Badminton",POR,0,0
"Badminton",ROC,0,0
"Badminton",ROU,0,0
"Badminton",RSA,0,0
"Badminton",RUS,0,0
"Badminton",SEY,0,0
"Badminton",SGP,0,0
"Badminton",SLO,0,0
"Badminton",SRI,0,0
"Badminton",SUI,0,0
"Badminton",SUR,0,0
"Badminton",SVK,0,0
"Badminton",SWE,0,0
"Badminton",TCH,0,0
"Badminton",THA,0,0
"Badminton",TPE,0,0
"Badminton",TTO,0,0
"Badminton",TUR,0,0
"Badminton",UGA,0,0
"Badminton",UKR,0,0
"Badminton",USA,0,0
"Badminton",VIE,0,0
"Badminton",ZAM,0,0
"Baseball",AUS,0,0
"Baseball",CAN,0,0
"Baseball",CHN,0,0
"Baseball",CUB,0,0
"Baseball",DOM,0,0
"Baseball",ESP,0,0
"Baseball",GRE,0,0
"Baseball",ITA,0,0
"Baseball",JPN,0,0
"Baseball",KOR,0,0
"Baseball",NCA,0,0
"Baseball",NED,0,0
"Baseball",PUR,0,0
"Baseball",RSA,0,0
"Baseball",TPE,0,0
"Baseball",USA,0,0
"Baseball__Softball",AUS,0,0
"Baseball__Softball",CAN,0,0
"Baseball__Softball",DOM,0,0
"Baseball__Softball",ISR,0,0
"Baseball__Softball",ITA,0,0
"Baseball__Softball",JPN,0,0
"Baseball__Softball",KOR,0,0
"Baseball__Softball",MEX,0,0
"Baseball__Softball",USA,0,0
"Basketball",USA,1,625
"Basketball",YUG,0.50551314673452,62.5
"Basketball",URS,0.442748091603053,187.5
"Basketball",AUS,0.203562340966921,0
"Basketball",ITA,0.178117048346056,0
"Basketball",BUL,0.169635284139101,0
"Basketball",LTU,0.162849872773537,0
"Basketball",CHN,0.159457167090755,0
"Basketball",BRA,0.127226463104326,0
"Basketball",ESP,0.10178117048346,0
"Basketball",KOR,0.10178117048346,0
"Basketball",CRO,0.0916030534351145,0
"Basketball",EUN,0.0763358778625954,62.5
"Basketball",FRA,0.0763358778625954,0
"Basketball",SCG,0.0763358778625954,0
"Basketball",ARG,0.0636132315521627,62.5
"Basketball",RUS,0.0508905852417304,0
"Basketball",ANG,0,0
"Basketball",BEL,0,0
"Basketball",BLR,0,0
"Basketball",CAF,0,0
"Basketball",CAN,0,0
"Basketball",CHI,0,0
"Basketball",COD,0,0
"Basketball",CUB,0,0
"Basketball",CZE,0,0
"Basketball",EGY,0,0
"Basketball",EST,0,0
"Basketball",FIN,0,0
"Basketball",FRG,0,0
"Basketball",GBR,0,0
"Basketball",GER,0,0
"Basketball",GRE,0,0
"Basketball",HUN,0,0
"Basketball",IND,0,0
"Basketball",IRI,0,0
"Basketball",IRL,0,0
"Basketball",IRQ,0,0
"Basketball",ISR,0,0
"Basketball",JPN,0,0
"Basketball",LAT,0,0
"Basketball",MAR,0,0
"Basketball",MEX,0,0
"Basketball",MLI,0,0
"Basketball",NGR,0,0
"Basketball",NZL,0,0
"Basketball",PAN,0,0
"Basketball",PER,0,0
"Basketball",PHI,0,0
"Basketball",POL,0,0
"Basketball",PUR,0,0
"Basketball",ROU,0,0
"Basketball",SEN,0,0
"Basketball",SGP,0,0
"Basketball",SLO,0,0
"Basketball",SRB,0,0
"Basketball",SSD,0,0
"Basketball",SUI,0,0
"Basketball",SVK,0,0
"Basketball",SWE,0,0
"Basketball",TCH,0,0
"Basketball",THA,0,0
"Basketball",TPE,0,0
"Basketball",TUN,0,0
"Basketball",TUR,0,0
"Basketball",UKR,0,0
"Basketball",URU,0,0
"Basketball",VEN,0,0
"Basque Pelota",ESP,0,0
"Beach Volleyball",ANG,0,0
"Beach Volleyball",ARG,0,0
"Beach Volleyball",AUS,0,0
"Beach Volleyball",AUT,0,0
"Beach Volleyball",BEL,0,0
"Beach Volleyball",BRA,0,0
"Beach Volleyball",BUL,0,0
"Beach Volleyball",CAN,0,0
"Beach Volleyball",CHI,0,0
"Beach Volleyball",CHN,0,0
"Beach Volleyball",CRC,0,0
"Beach Volleyball",CUB,0,0
"Beach Volleyball",CZE,0,0
"Beach Volleyball",EGY,0,0
"Beach Volleyball",ESP,0,0
"Beach Volleyball",EST,0,0
"Beach Volleyball",FRA,0,0
"Beach Volleyball",GBR,0,0
"Beach Volleyball",GEO,0,0
"Beach Volleyball",GER,0,0
"Beach Volleyball",GRE,0,0
"Beach Volleyball",INA,0,0
"Beach Volleyball",ITA,0,0
"Beach Volleyball",JPN,0,0
"Beach Volleyball",KEN,0,0
"Beach Volleyball",LAT,0,0
"Beach Volleyball",LTU,0,0
"Beach Volleyball",MAR,0,0
"Beach Volleyball",MEX,0,0
"Beach Volleyball",MRI,0,0
"Beach Volleyball",NED,0,0
"Beach Volleyball",NOR,0,0
"Beach Volleyball",NZL,0,0
"Beach Volleyball",PAR,0,0
"Beach Volleyball",POL,0,0
"Beach Volleyball",POR,0,0
"Beach Volleyball",PUR,0,0
"Beach Volleyball",QAT,0,0
"Beach Volleyball",ROC,0,0
"Beach Volleyball",RSA,0,0
"Beach Volleyball",RUS,0,0
"Beach Volleyball",SUI,0,0
"Beach Volleyball",SWE,0,0
"Beach Volleyball",TUN,0,0
"Beach Volleyball",USA,0,0
"Beach Volleyball",VEN,0,0
"Boxing",CUB,1,315.340909090909
"Boxing",USA,0.80795917349344,214.015151515152
"Boxing",URS,0.630011598735633,21.780303030303
"Boxing",ROU,0.531828053572383,0
"Boxing",POL,0.455327177275848,11.3636363636364
"Boxing",RUS,0.420480034743915,65.3409090909091
"Boxing",BUL,0.303647821200312,32.1969696969697
"Boxing",GER,0.298615040396073,20.8333333333333
"Boxing",KOR,0.298295280628967,31.25
"Boxing",KAZ,0.294465212650263,42.6136363636364
"Boxing",THA,0.28555259402571,32.1969696969697
"Boxing",GDR,0.28415544449626,43.5606060606061
"Boxing",CAN,0.274897908584872,10.4166666666667
"Boxing",YUG,0.216531590567072,21.780303030303
"Boxing",UKR,0.215781744067225,10.4166666666667
"Boxing",ITA,0.214979949682115,32.1969696969697
"Boxing",HUN,0.21126740372453,10.4166666666667
"Boxing",PRK,0.210577227878506,21.780303030303
"Boxing",GBR,0.20311868853693,10.4166666666667
"Boxing",UZB,0.161293080240634,10.4166666666667
"Boxing",VEN,0.158197964332469,0
"Boxing",PUR,0.156230504613119,0
"Boxing",NGR,0.1502888549869,0
"Boxing",FRA,0.146597184009451,10.4166666666667
"Boxing",ALG,0.143746418745717,10.4166666666667
"Boxing",TUR,0.143231308849036,0
"Boxing",MEX,0.127590220072965,0
"Boxing",NED,0.1182934729855,0
"Boxing",EGY,0.117539809958682,0
"Boxing",ESP,0.11441024771252,0
"Boxing",BLR,0.100748408536013,0
"Boxing",AZE,0.09779487212942,0
"Boxing",PHI,0.0894840672582083,0
"Boxing",FRG,0.0836796191756123,0
"Boxing",IRL,0.0825069501536684,10.4166666666667
"Boxing",MAR,0.0803815669503561,0
"Boxing",EUN,0.0699641725944537,0
"Boxing",NZL,0.0678296724136057,0
"Boxing",FIN,0.0545483379549979,0
"Boxing",SWE,0.054416578684575,0
"Boxing",KEN,0.0528640152814276,10.4166666666667
"Boxing",UGA,0.0520471483211878,0
"Boxing",MGL,0.0497523005116113,0
"Boxing",CZE,0.0459438996581166,0
"Boxing",TGA,0.0397317667465966,0
"Boxing",BER,0.035350318784566,0
"Boxing",GUY,0.0346980988807917,0
"Boxing",TCH,0.0346980988807917,0
"Boxing",CHN,0.0335828028453377,0
"Boxing",SYR,0.0335828028453377,0
"Boxing",AUS,0.032649947210745,0
"Boxing",GEO,0.0306292664387445,0
"Boxing",MDA,0.0306292664387445,0
"Boxing",DEN,0.0279856690377814,0
"Boxing",CMR,0.0265626689172163,0
"Boxing",DOM,0.0265626689172163,0
"Boxing",ZAM,0.0265626689172163,0
"Boxing",ARG,0.0264878444977312,0
"Boxing",TUN,0.0264878444977312,0
"Boxing",COL,0.02176663147383,0
"Boxing",PAK,0.02176663147383,0
"Boxing",AFG,0,0
"Boxing",AND,0,0
"Boxing",ANG,0,0
"Boxing",ANT,0,0
"Boxing",ANZ,0,0
"Boxing",ARM,0,0
"Boxing",ARU,0,0
"Boxing",ASA,0,0
"Boxing",AUT,0,0
"Boxing",BAH,0,0
"Boxing",BAR,0,0
"Boxing",BDI,0,0
"Boxing",BEL,0,0
"Boxing",BEN,0,0
"Boxing",BIZ,0,0
"Boxing",BOL,0,0
"Boxing",BOT,0,0
"Boxing",BRA,0,0
"Boxing",BRN,0,0
"Boxing",BUR,0,0
"Boxing",CAF,0,0
"Boxing",CAM,0,0
"Boxing",CGO,0,0
"Boxing",CHA,0,0
"Boxing",CHI,0,0
"Boxing",CIV,0,0
"Boxing",COD,0,0
"Boxing",COK,0,0
"Boxing",CPV,0,0
"Boxing",CRC,0,0
"Boxing",CRO,0,0
"Boxing",ECU,0,0
"Boxing",EOR,0,0
"Boxing",ESA,0,0
"Boxing",EST,0,0
"Boxing",ETH,0,0
"Boxing",FIJ,0,0
"Boxing",FSM,0,0
"Boxing",GAB,0,0
"Boxing",GAM,0,0
"Boxing",GHA,0,0
"Boxing",GRE,0,0
"Boxing",GRN,0,0
"Boxing",GUA,0,0
"Boxing",GUI,0,0
"Boxing",GUM,0,0
"Boxing",HAI,0,0
"Boxing",HKG,0,0
